***SENSOR SELECTION
CH 1-Voltage(�1V)
CH 2-Voltage(�1V)
INTERNAL
*** Sampling Rate 
1 Sample/s
*** Duration to Monitor  
5 Hours
Time(s),V1,V2,�C
3351.000000,0.827476,0.818424,29.7705
3352.000000,0.827476,0.818424,29.7705
3353.000000,0.827476,0.818424,29.7705
3354.000000,0.827476,0.818424,29.7705
3355.000000,0.827476,0.818424,29.7705
3356.000000,0.827476,0.818424,29.7705
3357.000000,0.827476,0.818424,29.7705
3358.000000,0.827476,0.818424,29.7705
3359.000000,0.827476,0.818424,29.7705
3360.000000,0.827476,0.818424,29.7705
3361.000000,0.827476,0.818424,29.7705
3362.000000,0.827476,0.818424,29.7705
3363.000000,0.827476,0.818424,29.7705
3364.000000,0.828541,0.818424,29.7705
3365.000000,0.828541,0.818424,29.7705
3366.000000,0.828541,0.818424,29.7705
3367.000000,0.828541,0.818424,29.7705
3368.000000,0.828541,0.818424,29.7705
3369.000000,0.828541,0.818424,29.7705
3370.000000,0.828541,0.818424,29.7705
3371.000000,0.828541,0.818956,29.7705
3372.000000,0.828541,0.818956,29.7705
3373.000000,0.828541,0.818956,29.7705
3374.000000,0.828541,0.818956,29.7705
3375.000000,0.828541,0.818956,29.7705
3376.000000,0.828541,0.818956,29.7705
3377.000000,0.828541,0.818956,29.7705
3378.000000,0.828541,0.818956,29.7705
3379.000000,0.828541,0.818956,29.7705
3380.000000,0.828541,0.818956,29.7705
3381.000000,0.828541,0.818956,29.7705
3382.000000,0.828541,0.818956,29.7705
3383.000000,0.828541,0.818956,29.7705
3384.000000,0.828541,0.818956,29.7705
3385.000000,0.828541,0.818956,29.7705
3386.000000,0.828541,0.818956,29.7705
3387.000000,0.828541,0.818956,29.7705
3388.000000,0.828541,0.818956,29.7705
3389.000000,0.828541,0.818956,29.7705
3390.000000,0.828541,0.818956,29.7705
3391.000000,0.828541,0.820021,29.7705
3392.000000,0.828541,0.820021,29.7705
3393.000000,0.828541,0.820021,29.7705
3394.000000,0.828541,0.820021,29.7705
3395.000000,0.828541,0.820021,29.7705
3396.000000,0.828541,0.820021,29.7705
3397.000000,0.828541,0.820021,29.7705
3398.000000,0.828541,0.820021,29.7705
3399.000000,0.828541,0.820021,29.7705
3400.000000,0.828541,0.820021,29.7705
3401.000000,0.828541,0.820021,29.7705
3402.000000,0.828541,0.820021,29.7705
3403.000000,0.828541,0.820021,29.7705
3404.000000,0.828541,0.820021,29.7705
3405.000000,0.828541,0.820021,29.7705
3406.000000,0.828541,0.820021,29.7705
3407.000000,0.828541,0.820021,29.7705
3408.000000,0.828541,0.820021,29.7705
3409.000000,0.828541,0.820021,29.7705
3410.000000,0.828541,0.820021,29.7705
3411.000000,0.828541,0.820021,29.7705
3412.000000,0.828541,0.820021,29.7705
3413.000000,0.828541,0.820021,29.7705
3414.000000,0.828541,0.820021,29.7705
3415.000000,0.828541,0.820021,29.7705
3416.000000,0.828541,0.820021,29.7705
3417.000000,0.828541,0.820021,29.7705
3418.000000,0.828541,0.820021,29.7705
3419.000000,0.828541,0.820021,29.7705
3420.000000,0.828541,0.820021,29.7705
3421.000000,0.828541,0.820021,29.7705
3422.000000,0.828541,0.820021,29.7705
3423.000000,0.828541,0.820021,29.7705
3424.000000,0.828541,0.820021,29.7705
3425.000000,0.828541,0.820021,29.7705
3426.000000,0.828541,0.820021,29.7705
3427.000000,0.828541,0.820021,29.7705
3428.000000,0.828541,0.820021,29.7705
3429.000000,0.828541,0.820021,29.7705
3430.000000,0.828541,0.820021,29.7705
3431.000000,0.828541,0.820021,29.7705
3432.000000,0.828541,0.820021,29.7705
3433.000000,0.828541,0.820021,29.7705
3434.000000,0.828541,0.820021,29.7705
3435.000000,0.828541,0.820021,29.7705
3436.000000,0.828541,0.820021,29.7705
3437.000000,0.828541,0.820021,29.7705
3438.000000,0.828541,0.820021,29.7705
3439.000000,0.828541,0.820021,29.7705
3440.000000,0.828541,0.820021,29.7705
3441.000000,0.828541,0.820021,29.7705
3442.000000,0.828541,0.820021,29.7705
3443.000000,0.828541,0.820021,29.7705
3444.000000,0.828541,0.820021,29.7705
3445.000000,0.828541,0.820021,29.7705
3446.000000,0.828541,0.820021,29.7705
3447.000000,0.828541,0.820021,29.7705
3448.000000,0.828541,0.820021,29.7705
3449.000000,0.828541,0.820021,29.7705
3450.000000,0.828541,0.820021,29.7705
3451.000000,0.828541,0.820021,29.7705
3452.000000,0.828541,0.820021,29.7705
3453.000000,0.828541,0.820021,29.7705
3454.000000,0.828541,0.820021,29.7705
3455.000000,0.829073,0.820021,29.7705
3456.000000,0.829073,0.820021,29.7705
3457.000000,0.829073,0.820021,29.7705
3458.000000,0.829073,0.820021,29.7705
3459.000000,0.829073,0.820021,29.7705
3460.000000,0.829073,0.820021,29.7705
3461.000000,0.829073,0.820021,29.7705
3462.000000,0.829073,0.820021,29.7705
3463.000000,0.829073,0.820021,29.7705
3464.000000,0.829073,0.820021,29.7705
3465.000000,0.829073,0.820021,29.7705
3466.000000,0.829073,0.820021,29.7705
3467.000000,0.829073,0.820021,29.7705
3468.000000,0.829073,0.820021,29.7705
3469.000000,0.829073,0.820021,29.7705
3470.000000,0.829073,0.820021,29.7705
3471.000000,0.829073,0.820021,29.7705
3472.000000,0.829073,0.820021,29.7705
3473.000000,0.829073,0.820021,29.7705
3474.000000,0.829073,0.820021,29.7705
3475.000000,0.829073,0.820021,29.7705
3476.000000,0.829606,0.820021,29.7705
3477.000000,0.829606,0.820021,29.7705
3478.000000,0.829606,0.820021,29.7705
3479.000000,0.829606,0.820021,29.7705
3480.000000,0.829606,0.820021,29.7705
3481.000000,0.829606,0.820021,29.7705
3482.000000,0.829606,0.820021,29.7705
3483.000000,0.829606,0.820554,29.7705
3484.000000,0.829606,0.820554,29.7705
3485.000000,0.829606,0.820554,29.7705
3486.000000,0.829606,0.820554,29.7705
3487.000000,0.829606,0.820554,29.7705
3488.000000,0.829606,0.820554,29.7705
3489.000000,0.829606,0.820554,29.7705
3490.000000,0.829606,0.820554,29.7705
3491.000000,0.829606,0.820554,29.7705
3492.000000,0.829606,0.820554,29.7705
3493.000000,0.829606,0.820554,29.7705
3494.000000,0.829606,0.820554,29.7705
3495.000000,0.829606,0.820554,29.7705
3496.000000,0.829606,0.820554,29.7705
3497.000000,0.829606,0.820554,29.7705
3498.000000,0.829606,0.820554,29.7705
3499.000000,0.829606,0.820554,29.7705
3500.000000,0.829606,0.820554,29.7705
3501.000000,0.829606,0.820554,29.7705
3502.000000,0.829606,0.820554,29.7705
3503.000000,0.829606,0.820554,29.7705
3504.000000,0.829606,0.820554,29.7705
3505.000000,0.829606,0.820554,29.7705
3506.000000,0.829606,0.820554,29.7705
3507.000000,0.829606,0.821086,29.7705
3508.000000,0.829606,0.821086,29.7705
3509.000000,0.829606,0.821086,29.7705
3510.000000,0.830138,0.821086,29.7705
3511.000000,0.830138,0.821086,29.7705
3512.000000,0.830138,0.821086,29.7705
3513.000000,0.830138,0.821086,29.7705
3514.000000,0.830138,0.821086,29.7705
3515.000000,0.830138,0.821086,29.7705
3516.000000,0.830138,0.821086,29.7705
3517.000000,0.830138,0.821086,29.7705
3518.000000,0.830138,0.821086,29.7705
3519.000000,0.830138,0.821086,29.7705
3520.000000,0.830138,0.821086,29.7705
3521.000000,0.830138,0.821086,29.7705
3522.000000,0.830138,0.821086,29.7705
3523.000000,0.830138,0.821086,29.7705
3524.000000,0.830138,0.821086,29.7705
3525.000000,0.830138,0.821086,29.7705
3526.000000,0.830138,0.821086,29.7705
3527.000000,0.830138,0.821086,29.7705
3528.000000,0.830138,0.821086,29.7705
3529.000000,0.830138,0.821086,29.7705
3530.000000,0.830138,0.821086,29.7705
3531.000000,0.830138,0.821086,29.7705
3532.000000,0.830138,0.821086,29.7705
3533.000000,0.830138,0.822151,29.7705
3534.000000,0.830138,0.822151,29.7705
3535.000000,0.830138,0.822151,29.7705
3536.000000,0.830138,0.822151,29.7705
3537.000000,0.830138,0.822151,29.7705
3538.000000,0.830138,0.822151,29.7705
3539.000000,0.830138,0.822151,29.7705
3540.000000,0.830138,0.822151,29.7705
3541.000000,0.830138,0.822151,29.7705
3542.000000,0.830138,0.822151,29.7705
3543.000000,0.830138,0.822151,29.7705
3544.000000,0.830138,0.822151,29.7705
3545.000000,0.830138,0.822151,29.7705
3546.000000,0.830138,0.822151,29.7705
3547.000000,0.830138,0.822151,29.7705
3548.000000,0.830138,0.822151,29.7705
3549.000000,0.830138,0.822151,29.7705
3550.000000,0.830138,0.822151,29.7705
3551.000000,0.830138,0.822151,29.7705
3552.000000,0.831203,0.822151,29.7705
3553.000000,0.831203,0.822151,29.7705
3554.000000,0.831203,0.822151,29.7705
3555.000000,0.831203,0.822151,29.7705
3556.000000,0.831203,0.822151,29.7705
3557.000000,0.831203,0.822151,29.7705
3558.000000,0.831203,0.822151,29.7705
3559.000000,0.831203,0.822151,29.7705
3560.000000,0.831203,0.822151,29.7705
3561.000000,0.831203,0.822151,29.7705
3562.000000,0.831203,0.822151,29.7705
3563.000000,0.831203,0.822151,29.7705
3564.000000,0.831203,0.822151,29.7705
3565.000000,0.831203,0.822151,29.7705
3566.000000,0.831203,0.822151,29.7705
3567.000000,0.831203,0.822151,29.7705
3568.000000,0.831203,0.822151,29.7705
3569.000000,0.831203,0.822151,29.7705
3570.000000,0.831203,0.822151,29.7705
3571.000000,0.831203,0.822151,29.7705
3572.000000,0.831203,0.822151,29.7705
3573.000000,0.831203,0.822151,29.7705
3574.000000,0.831203,0.822151,29.7705
3575.000000,0.831203,0.822151,29.7705
3576.000000,0.831203,0.822151,29.7705
3577.000000,0.831203,0.822151,29.7705
3578.000000,0.831203,0.822151,29.7705
3579.000000,0.831203,0.822151,29.7705
3580.000000,0.831203,0.822151,29.7705
3581.000000,0.831203,0.822151,29.7705
3582.000000,0.831203,0.822151,29.7705
3583.000000,0.831203,0.822151,29.7705
3584.000000,0.831203,0.822151,29.7705
3585.000000,0.831203,0.822151,29.7705
3586.000000,0.831203,0.822151,29.7705
3587.000000,0.831203,0.822151,29.7705
3588.000000,0.831203,0.822151,29.7705
3589.000000,0.831203,0.822151,29.7705
3590.000000,0.831203,0.822151,29.7705
3591.000000,0.831203,0.822151,29.7705
3592.000000,0.831203,0.822151,29.7705
3593.000000,0.831203,0.822151,29.7705
3594.000000,0.831203,0.822151,29.7705
3595.000000,0.831203,0.822151,29.7705
3596.000000,0.831203,0.822151,29.7705
3597.000000,0.831203,0.822151,29.7705
3598.000000,0.831203,0.822151,29.7705
3599.000000,0.831203,0.822151,29.7705
3600.000000,0.831203,0.822151,29.7705
3601.000000,0.831203,0.822151,29.7705
3602.000000,0.831203,0.822151,29.7705
3603.000000,0.831203,0.822151,29.7705
3604.000000,0.831203,0.822151,29.7705
3605.000000,0.831203,0.822151,29.7705
3606.000000,0.831203,0.822151,29.7705
3607.000000,0.831203,0.822151,29.7705
3608.000000,0.831203,0.822151,29.7705
3609.000000,0.831203,0.822151,29.7705
3610.000000,0.831203,0.822151,29.7705
3611.000000,0.831203,0.822151,29.7705
3612.000000,0.831203,0.822151,29.7705
3613.000000,0.831203,0.822151,29.7705
3614.000000,0.831203,0.822151,29.7705
3615.000000,0.831203,0.822151,29.7705
3616.000000,0.831203,0.822151,29.7705
3617.000000,0.831203,0.822151,29.7705
3618.000000,0.831203,0.822151,29.7705
3619.000000,0.831203,0.822151,29.7705
3620.000000,0.831203,0.822151,29.7705
3621.000000,0.831203,0.822151,29.7705
3622.000000,0.831203,0.822151,29.7705
3623.000000,0.831203,0.822151,29.7705
3624.000000,0.831203,0.822151,29.7705
3625.000000,0.831203,0.822151,29.7705
3626.000000,0.831203,0.822151,29.7705
3627.000000,0.831203,0.822151,29.7705
3628.000000,0.831203,0.822151,29.7705
3629.000000,0.831736,0.822151,29.7705
3630.000000,0.831736,0.822151,29.7705
3631.000000,0.831736,0.822151,29.7705
3632.000000,0.831736,0.822151,29.7705
3633.000000,0.831736,0.822151,29.7705
3634.000000,0.831736,0.822151,29.7705
3635.000000,0.831736,0.822151,29.7705
3636.000000,0.831736,0.822151,29.7705
3637.000000,0.831736,0.822151,29.7705
3638.000000,0.831736,0.822151,29.7705
3639.000000,0.831736,0.822151,29.7705
3640.000000,0.831736,0.822151,29.7705
3641.000000,0.831736,0.822684,29.7705
3642.000000,0.831736,0.822684,29.7705
3643.000000,0.831736,0.822684,29.7705
3644.000000,0.831736,0.822684,29.7705
3645.000000,0.831736,0.822684,29.7705
3646.000000,0.831736,0.822684,29.7705
3647.000000,0.831736,0.822684,29.7705
3648.000000,0.831736,0.822684,29.7705
3649.000000,0.831736,0.822684,29.7705
3650.000000,0.831736,0.822684,29.7705
3651.000000,0.831736,0.822684,29.7705
3652.000000,0.831736,0.822684,29.7705
3653.000000,0.831736,0.822684,29.7705
3654.000000,0.831736,0.822684,29.7705
3655.000000,0.831736,0.822684,29.7705
3656.000000,0.831736,0.822684,29.7705
3657.000000,0.831736,0.822684,29.7705
3658.000000,0.831736,0.822684,29.7705
3659.000000,0.832268,0.822684,29.7705
3660.000000,0.832268,0.822684,29.7705
3661.000000,0.832268,0.822684,29.7705
3662.000000,0.832268,0.822684,29.7705
3663.000000,0.832268,0.822684,29.7705
3664.000000,0.832268,0.822684,29.7705
3665.000000,0.832268,0.822684,29.7705
3666.000000,0.832268,0.822684,29.7705
3667.000000,0.832268,0.822684,29.7705
3668.000000,0.832268,0.822684,29.7705
3669.000000,0.832268,0.822684,29.7705
3670.000000,0.832268,0.822684,29.7705
3671.000000,0.832268,0.822684,29.7705
3672.000000,0.832268,0.822684,29.7705
3673.000000,0.832268,0.822684,29.7705
3674.000000,0.832268,0.822684,29.7705
3675.000000,0.832268,0.822684,29.7705
3676.000000,0.832268,0.822684,29.7705
3677.000000,0.832268,0.822684,29.7705
3678.000000,0.832268,0.822684,29.7705
3679.000000,0.832268,0.822684,29.7705
3680.000000,0.832268,0.822684,29.7705
3681.000000,0.832268,0.822684,29.7705
3682.000000,0.832268,0.822684,29.7705
3683.000000,0.832268,0.822684,29.7705
3684.000000,0.832268,0.822684,29.7705
3685.000000,0.832268,0.822684,29.7705
3686.000000,0.832268,0.823216,29.7705
3687.000000,0.832268,0.823216,29.7705
3688.000000,0.832268,0.823216,29.7705
3689.000000,0.832268,0.823216,29.7705
3690.000000,0.832268,0.823216,29.7705
3691.000000,0.832268,0.823216,29.7705
3692.000000,0.832268,0.823216,29.7705
3693.000000,0.832268,0.823216,29.7705
3694.000000,0.832268,0.823216,29.7705
3695.000000,0.832268,0.823216,29.7705
3696.000000,0.832268,0.823216,29.7705
3697.000000,0.832268,0.823216,29.7705
3698.000000,0.832268,0.823216,29.7705
3699.000000,0.832268,0.823216,29.7705
3700.000000,0.832268,0.823216,29.7705
3701.000000,0.832268,0.823216,29.7705
3702.000000,0.832268,0.823216,29.7705
3703.000000,0.832268,0.823216,29.7705
3704.000000,0.832268,0.823216,29.7705
3705.000000,0.832268,0.823216,29.7705
3706.000000,0.832268,0.823216,29.7705
3707.000000,0.832268,0.823216,29.7705
3708.000000,0.832268,0.823216,29.7705
3709.000000,0.832801,0.823216,29.7705
3710.000000,0.832801,0.823216,29.7705
3711.000000,0.832801,0.823216,29.7705
3712.000000,0.832801,0.823216,29.7705
3713.000000,0.832801,0.823216,29.7705
3714.000000,0.832801,0.823216,29.7705
3715.000000,0.832801,0.823216,29.7705
3716.000000,0.832801,0.823216,29.7705
3717.000000,0.832801,0.823216,29.7705
3718.000000,0.832801,0.823216,29.7705
3719.000000,0.832801,0.823216,29.7705
3720.000000,0.832801,0.823216,29.7705
3721.000000,0.832801,0.823216,29.7705
3722.000000,0.832801,0.823216,29.7705
3723.000000,0.832801,0.823216,29.7705
3724.000000,0.832801,0.823216,29.7705
3725.000000,0.832801,0.823216,29.7705
3726.000000,0.832801,0.823216,29.7705
3727.000000,0.832801,0.823216,29.7705
3728.000000,0.832801,0.823216,29.7705
3729.000000,0.832801,0.823216,29.7705
3730.000000,0.832801,0.823749,29.7705
3731.000000,0.832801,0.823749,29.7705
3732.000000,0.832801,0.823749,29.7705
3733.000000,0.832801,0.823749,29.7705
3734.000000,0.832801,0.823749,29.7705
3735.000000,0.832801,0.823749,29.7705
3736.000000,0.832801,0.823749,29.7705
3737.000000,0.832801,0.823749,29.7705
3738.000000,0.832801,0.823749,29.7705
3739.000000,0.833333,0.823749,29.7705
3740.000000,0.833333,0.823749,29.7705
3741.000000,0.833333,0.823749,29.7705
3742.000000,0.833333,0.823749,29.7705
3743.000000,0.833333,0.823749,29.7705
3744.000000,0.833333,0.823749,29.7705
3745.000000,0.833333,0.823749,29.7705
3746.000000,0.833333,0.823749,29.7705
3747.000000,0.833333,0.823749,29.7705
3748.000000,0.833333,0.823749,29.7705
3749.000000,0.833333,0.823749,29.7705
3750.000000,0.833333,0.823749,29.7705
3751.000000,0.833333,0.823749,29.7705
3752.000000,0.833333,0.823749,29.7705
3753.000000,0.833333,0.823749,29.7705
3754.000000,0.833333,0.823749,29.7705
3755.000000,0.833333,0.823749,29.7705
3756.000000,0.833333,0.823749,29.7705
3757.000000,0.833333,0.823749,29.7705
3758.000000,0.833333,0.823749,29.7705
3759.000000,0.833333,0.823749,29.7705
3760.000000,0.833333,0.823749,29.7705
3761.000000,0.833333,0.823749,29.7705
3762.000000,0.833333,0.823749,29.7705
3763.000000,0.833333,0.824281,29.7705
3764.000000,0.833333,0.824281,29.7705
3765.000000,0.833333,0.824281,29.7705
3766.000000,0.833333,0.824281,29.7705
3767.000000,0.833333,0.824281,29.7705
3768.000000,0.833333,0.824281,29.7705
3769.000000,0.833333,0.824281,29.7705
3770.000000,0.833333,0.824281,29.7705
3771.000000,0.833333,0.824281,29.7705
3772.000000,0.833333,0.824281,29.7705
3773.000000,0.833333,0.824281,29.7705
3774.000000,0.833333,0.824281,29.7705
3775.000000,0.833333,0.824281,29.7705
3776.000000,0.833333,0.824281,29.7705
3777.000000,0.833333,0.824281,29.7705
3778.000000,0.833333,0.824281,29.7705
3779.000000,0.833333,0.824281,29.7705
3780.000000,0.833333,0.824281,29.7705
3781.000000,0.833333,0.824281,29.7705
3782.000000,0.833333,0.824281,29.7705
3783.000000,0.833333,0.824281,29.7705
3784.000000,0.833333,0.824281,29.7705
3785.000000,0.833333,0.824281,29.7705
3786.000000,0.833333,0.824281,29.7705
3787.000000,0.833333,0.824281,29.7705
3788.000000,0.833333,0.824281,29.7705
3789.000000,0.833866,0.824281,29.7705
3790.000000,0.833866,0.824281,29.7705
3791.000000,0.833866,0.824281,29.7705
3792.000000,0.833866,0.824281,29.7705
3793.000000,0.833866,0.824281,29.7705
3794.000000,0.833866,0.824281,29.7705
3795.000000,0.833866,0.824281,29.7705
3796.000000,0.833866,0.824281,29.7705
3797.000000,0.833866,0.824281,29.7705
3798.000000,0.833866,0.824281,29.7705
3799.000000,0.833866,0.824281,29.7705
3800.000000,0.833866,0.824281,29.7705
3801.000000,0.833866,0.824281,29.7705
3802.000000,0.833866,0.824281,29.7705
3803.000000,0.833866,0.824281,29.7705
3804.000000,0.833866,0.824281,29.7705
3805.000000,0.833866,0.824281,29.7705
3806.000000,0.833866,0.824281,29.7705
3807.000000,0.833866,0.824281,29.7705
3808.000000,0.833866,0.824281,29.7705
3809.000000,0.833866,0.824281,29.7705
3810.000000,0.833866,0.824281,29.7705
3811.000000,0.833866,0.824281,29.7705
3812.000000,0.833866,0.824281,29.7705
3813.000000,0.833866,0.824281,29.7705
3814.000000,0.833866,0.824281,29.7705
3815.000000,0.833866,0.824281,29.7705
3816.000000,0.833866,0.824281,29.7705
3817.000000,0.833866,0.824281,29.7705
3818.000000,0.833866,0.824281,29.7705
3819.000000,0.834398,0.824281,29.7705
3820.000000,0.834398,0.824281,29.7705
3821.000000,0.834398,0.824281,29.7705
3822.000000,0.834398,0.824281,29.7705
3823.000000,0.834398,0.824281,29.7705
3824.000000,0.834398,0.824281,29.7705
3825.000000,0.834398,0.824281,29.7705
3826.000000,0.834398,0.824281,29.7705
3827.000000,0.834398,0.824281,29.7705
3828.000000,0.834398,0.824281,29.7705
3829.000000,0.834398,0.825346,29.7705
3830.000000,0.834398,0.825346,29.7705
3831.000000,0.834398,0.825346,29.7705
3832.000000,0.834398,0.825346,29.7705
3833.000000,0.834398,0.825346,29.7705
3834.000000,0.834398,0.825346,29.7705
3835.000000,0.834398,0.825346,29.7705
3836.000000,0.834398,0.825346,29.7705
3837.000000,0.834398,0.825346,29.7705
3838.000000,0.834398,0.825346,29.7705
3839.000000,0.834398,0.825346,29.7705
3840.000000,0.834398,0.825346,29.7705
3841.000000,0.834398,0.825346,29.7705
3842.000000,0.834398,0.825346,29.7705
3843.000000,0.834398,0.825346,29.7705
3844.000000,0.834398,0.825346,29.7705
3845.000000,0.834398,0.825346,29.7705
3846.000000,0.834398,0.825346,29.7705
3847.000000,0.834398,0.825346,29.7705
3848.000000,0.834398,0.825346,29.7705
3849.000000,0.834398,0.825346,29.7705
3850.000000,0.834398,0.825346,29.7705
3851.000000,0.834398,0.825346,29.7705
3852.000000,0.834398,0.825346,29.7705
3853.000000,0.834398,0.825346,29.7705
3854.000000,0.834398,0.825346,29.7705
3855.000000,0.834398,0.825346,29.7705
3856.000000,0.834398,0.825346,29.7705
3857.000000,0.834398,0.825346,29.7705
3858.000000,0.834398,0.825346,29.7705
3859.000000,0.834398,0.825346,29.7705
3860.000000,0.834398,0.825346,29.7705
3861.000000,0.834398,0.825346,29.7705
3862.000000,0.834398,0.825346,29.7705
3863.000000,0.834398,0.825346,29.7705
3864.000000,0.834398,0.825346,29.7705
3865.000000,0.834398,0.825346,29.7705
3866.000000,0.834398,0.825346,29.7705
3867.000000,0.834398,0.825346,29.7705
3868.000000,0.834398,0.825346,29.7705
3869.000000,0.834931,0.825346,29.7705
3870.000000,0.834931,0.825346,29.7705
3871.000000,0.834931,0.825346,29.7705
3872.000000,0.834931,0.825346,29.7705
3873.000000,0.834931,0.825346,29.7705
3874.000000,0.834931,0.825346,29.7705
3875.000000,0.834931,0.825346,29.7705
3876.000000,0.834931,0.825346,29.7705
3877.000000,0.834931,0.825346,29.7705
3878.000000,0.834931,0.825346,29.7705
3879.000000,0.834931,0.825346,29.7705
3880.000000,0.834931,0.825346,29.7705
3881.000000,0.834931,0.825346,29.7705
3882.000000,0.834931,0.825346,29.7705
3883.000000,0.834931,0.825346,29.7705
3884.000000,0.834931,0.825346,29.7705
3885.000000,0.834931,0.825346,29.7705
3886.000000,0.834931,0.825346,29.7705
3887.000000,0.834931,0.825346,29.7705
3888.000000,0.834931,0.825346,29.7705
3889.000000,0.834931,0.825346,29.7705
3890.000000,0.834931,0.825346,29.7705
3891.000000,0.834931,0.825346,29.7705
3892.000000,0.834931,0.825346,29.7705
3893.000000,0.834931,0.825346,29.7705
3894.000000,0.834931,0.825346,29.7705
3895.000000,0.834931,0.825346,29.7705
3896.000000,0.834931,0.825346,29.7705
3897.000000,0.834931,0.825346,29.7705
3898.000000,0.834931,0.825346,29.7705
3899.000000,0.834931,0.825346,29.7705
3900.000000,0.834931,0.825346,29.7705
3901.000000,0.834931,0.825346,29.7705
3902.000000,0.834931,0.825346,29.7705
3903.000000,0.835463,0.825346,29.7705
3904.000000,0.835463,0.825346,29.7705
3905.000000,0.835463,0.825346,29.7705
3906.000000,0.835463,0.825346,29.7705
3907.000000,0.835463,0.825346,29.7705
3908.000000,0.835463,0.825346,29.7705
3909.000000,0.835463,0.825346,29.7705
3910.000000,0.835463,0.825346,29.7705
3911.000000,0.835463,0.825346,29.7705
3912.000000,0.835463,0.825346,29.7705
3913.000000,0.835463,0.825346,29.7705
3914.000000,0.835463,0.825346,29.7705
3915.000000,0.835463,0.825346,29.7705
3916.000000,0.835463,0.825346,29.7705
3917.000000,0.835463,0.825346,29.7705
3918.000000,0.835463,0.825346,29.7705
3919.000000,0.835463,0.825346,29.7705
3920.000000,0.835463,0.825346,29.7705
3921.000000,0.835463,0.825346,29.7705
3922.000000,0.835463,0.825346,29.7705
3923.000000,0.835463,0.825346,29.7705
3924.000000,0.835463,0.825346,29.7705
3925.000000,0.835463,0.825346,29.7705
3926.000000,0.835463,0.825346,29.7705
3927.000000,0.835463,0.825346,29.7705
3928.000000,0.835463,0.825346,29.7705
3929.000000,0.835463,0.825878,29.7705
3930.000000,0.835463,0.825878,29.7705
3931.000000,0.835463,0.825878,29.7705
3932.000000,0.835463,0.825878,29.7705
3933.000000,0.835463,0.825878,29.7705
3934.000000,0.835463,0.825878,29.7705
3935.000000,0.836528,0.825878,29.7705
3936.000000,0.836528,0.825878,29.7705
3937.000000,0.836528,0.825878,29.7705
3938.000000,0.836528,0.825878,29.7705
3939.000000,0.836528,0.825878,29.7705
3940.000000,0.836528,0.825878,29.7705
3941.000000,0.836528,0.825878,29.7705
3942.000000,0.836528,0.825878,29.7705
3943.000000,0.836528,0.825878,29.7705
3944.000000,0.836528,0.825878,29.7705
3945.000000,0.836528,0.825878,29.7705
3946.000000,0.836528,0.825878,29.7705
3947.000000,0.836528,0.825878,29.7705
3948.000000,0.836528,0.825878,29.7705
3949.000000,0.836528,0.825878,29.7705
3950.000000,0.836528,0.825878,29.7705
3951.000000,0.836528,0.825878,29.7705
3952.000000,0.836528,0.825878,29.7705
3953.000000,0.836528,0.825878,29.7705
3954.000000,0.836528,0.825878,29.7705
3955.000000,0.836528,0.825878,29.7705
3956.000000,0.836528,0.825878,29.7705
3957.000000,0.836528,0.825878,29.7705
3958.000000,0.836528,0.825878,29.7705
3959.000000,0.836528,0.825878,29.7705
3960.000000,0.836528,0.825878,29.7705
3961.000000,0.836528,0.825878,29.7705
3962.000000,0.836528,0.825878,29.7705
3963.000000,0.836528,0.825878,29.7705
3964.000000,0.836528,0.825878,29.7705
3965.000000,0.836528,0.825878,29.7705
3966.000000,0.836528,0.825878,29.7705
3967.000000,0.836528,0.825878,29.7705
3968.000000,0.836528,0.825878,29.7705
3969.000000,0.836528,0.825878,29.7705
3970.000000,0.836528,0.825878,29.7705
3971.000000,0.836528,0.825878,29.7705
3972.000000,0.836528,0.825878,29.7705
3973.000000,0.836528,0.825878,29.7705
3974.000000,0.836528,0.825878,29.7705
3975.000000,0.836528,0.825878,29.7705
3976.000000,0.836528,0.825878,29.7705
3977.000000,0.836528,0.825878,29.7705
3978.000000,0.836528,0.825878,29.7705
3979.000000,0.836528,0.825878,29.7705
3980.000000,0.836528,0.825878,29.7705
3981.000000,0.836528,0.825878,29.7705
3982.000000,0.836528,0.825878,29.7705
3983.000000,0.836528,0.825878,29.7705
3984.000000,0.836528,0.825878,29.7705
3985.000000,0.836528,0.825878,29.7705
3986.000000,0.836528,0.825878,29.7705
3987.000000,0.836528,0.825878,29.7705
3988.000000,0.836528,0.825878,29.7705
3989.000000,0.836528,0.825878,29.7705
3990.000000,0.836528,0.825878,29.7705
3991.000000,0.836528,0.825878,29.7705
3992.000000,0.836528,0.825878,29.7705
3993.000000,0.836528,0.825878,29.7705
3994.000000,0.836528,0.825878,29.7705
3995.000000,0.836528,0.826411,29.7705
3996.000000,0.836528,0.826411,29.7705
3997.000000,0.836528,0.826411,29.7705
3998.000000,0.836528,0.826411,29.7705
3999.000000,0.836528,0.826411,29.7705
4000.000000,0.836528,0.826411,29.7705
4001.000000,0.836528,0.826411,29.7705
4002.000000,0.836528,0.826411,29.7705
4003.000000,0.836528,0.826411,29.7705
4004.000000,0.836528,0.826411,29.7705
4005.000000,0.836528,0.826411,29.7705
4006.000000,0.836528,0.826411,29.7705
4007.000000,0.836528,0.826411,29.7705
4008.000000,0.836528,0.826411,29.7705
4009.000000,0.836528,0.826411,29.7705
4010.000000,0.836528,0.826411,29.7705
4011.000000,0.836528,0.826411,29.7705
