***SENSOR SELECTION,,,,,
CH 1-Voltage(±1V),,,,,
CH 2-Voltage(±1V),,,,,
CH 3-Voltage(±1V),,,,,
INTERNAL,,,,,
*** Sampling Rate ,,,,,
1 Data Per 1 Min,,,,,
*** Duration to Monitor  ,,,,,
1 Day,,,,,
Time(s),V1,V2,V3,°C,
27300,0.671459,0.693291,0.222577,22.4389,0.529109
27360,0.670926,0.692758,0.222577,22.4389,0.528753667
27420,0.670926,0.692226,0.22311,22.4389,0.528754
27480,0.670394,0.692226,0.223642,22.5195,0.528754
27540,0.670394,0.692226,0.224174,22.5195,0.528931333
27600,0.669861,0.692226,0.224174,22.5195,0.528753667
27660,0.669861,0.691693,0.225239,22.5195,0.528931
27720,0.669861,0.691693,0.223642,22.4389,0.528398667
27780,0.669329,0.691693,0.224174,22.5195,0.528398667
27840,0.669329,0.691161,0.224707,22.5195,0.528399
27900,0.669329,0.691161,0.224174,22.5195,0.528221333
27960,0.668796,0.691161,0.223642,22.4389,0.527866333
28020,0.668796,0.690628,0.224174,22.5195,0.527866
28080,0.668796,0.690628,0.223642,22.4389,0.527688667
28140,0.668796,0.690628,0.223642,22.4389,0.527688667
28200,0.668264,0.690096,0.222577,22.5195,0.526979
28260,0.668264,0.690096,0.223642,22.4389,0.527334
28320,0.668264,0.689563,0.223642,22.4389,0.527156333
28380,0.667731,0.689563,0.223642,22.4389,0.526978667
28440,0.667731,0.689563,0.223642,22.4389,0.526978667
28500,0.667731,0.689563,0.223642,22.4389,0.526978667
28560,0.667199,0.689563,0.223642,22.4389,0.526801333
28620,0.667199,0.689031,0.22098,22.4389,0.525736667
28680,0.666666,0.689031,0.22098,22.4389,0.525559
28740,0.666666,0.688498,0.221512,22.4389,0.525558667
28800,0.666666,0.688498,0.222045,22.4389,0.525736333
28860,0.666666,0.688498,0.222577,22.4389,0.525913667
28920,0.666134,0.687966,0.222577,22.5195,0.525559
28980,0.666134,0.687966,0.22311,22.4389,0.525736667
29040,0.665602,0.687966,0.222045,22.4389,0.525204333
29100,0.665602,0.687433,0.222045,22.4389,0.525026667
29160,0.665602,0.687433,0.221512,22.4389,0.524849
29220,0.665069,0.687433,0.222045,22.4389,0.524849
29280,0.665069,0.686901,0.222577,22.4389,0.524849
29340,0.665069,0.686368,0.222577,22.4389,0.524671333
29400,0.664537,0.686368,0.222577,22.4389,0.524494
29460,0.664537,0.686368,0.222577,22.4389,0.524494
29520,0.664537,0.685836,0.222577,22.4389,0.524316667
29580,0.664537,0.685836,0.22311,22.4389,0.524494333
29640,0.664004,0.685836,0.22098,22.4389,0.523606667
29700,0.664004,0.685303,0.22098,22.4389,0.523429
29760,0.664004,0.685303,0.22098,22.4389,0.523429
29820,0.664004,0.684771,0.221512,22.4389,0.523429
29880,0.663472,0.684771,0.221512,22.4389,0.523251667
29940,0.663472,0.684771,0.22098,22.4389,0.523074333
30000,0.662939,0.684238,0.220447,22.4389,0.522541333
30060,0.662939,0.684238,0.22098,22.4389,0.522719
30120,0.662939,0.683706,0.22098,22.4389,0.522541667
30180,0.662407,0.683706,0.221512,22.4389,0.522541667
30240,0.662407,0.683706,0.221512,22.4389,0.522541667
30300,0.662407,0.683173,0.221512,22.4389,0.522364
30360,0.661874,0.683173,0.222045,22.4389,0.522364
30420,0.661874,0.682641,0.222045,22.4389,0.522186667
30480,0.661874,0.682641,0.221512,22.4389,0.522009
30540,0.661874,0.682108,0.222045,22.4389,0.522009
30600,0.661342,0.682108,0.222577,22.4389,0.522009
30660,0.661342,0.681576,0.222577,22.3584,0.521831667
30720,0.661342,0.681043,0.22311,22.3584,0.521831667
30780,0.660809,0.680511,0.22311,22.4389,0.521476667
30840,0.660809,0.679979,0.223642,22.4389,0.521476667
30900,0.660809,0.679979,0.223642,22.4389,0.521476667
30960,0.660809,0.679979,0.223642,22.4389,0.521476667
31020,0.660277,0.679446,0.220447,22.3584,0.520056667
31080,0.660277,0.678914,0.22311,22.4389,0.520767
31140,0.660277,0.678914,0.223642,22.3584,0.520944333
31200,0.659744,0.678914,0.223642,22.4389,0.520766667
31260,0.659744,0.678381,0.224174,22.4389,0.520766333
31320,0.659744,0.678381,0.22098,22.3584,0.519701667
31380,0.659744,0.677849,0.222577,22.4389,0.520056667
31440,0.659212,0.677849,0.223642,22.3584,0.520234333
31500,0.659212,0.677849,0.223642,22.4389,0.520234333
31560,0.658679,0.677316,0.224174,22.4389,0.520056333
31620,0.658679,0.677316,0.224707,22.3584,0.520234
31680,0.658679,0.676784,0.225239,22.3584,0.520234
31740,0.658679,0.676784,0.224707,22.3584,0.520056667
31800,0.658147,0.676784,0.224707,22.4389,0.519879333
31860,0.658147,0.676251,0.223642,22.3584,0.519346667
31920,0.658147,0.676251,0.224174,22.4389,0.519524
31980,0.658147,0.676251,0.224707,22.4389,0.519701667
32040,0.657614,0.675719,0.225239,22.3584,0.519524
32100,0.657614,0.675719,0.225239,22.3584,0.519524
32160,0.657614,0.675186,0.225772,22.3584,0.519524
32220,0.657082,0.675186,0.225772,22.3584,0.519346667
32280,0.657082,0.675186,0.225772,22.4389,0.519346667
32340,0.657082,0.674654,0.225772,22.3584,0.519169333
32400,0.657082,0.674654,0.225772,22.4389,0.519169333
32460,0.656549,0.674654,0.226304,22.3584,0.519169
32520,0.656549,0.674121,0.225239,22.3584,0.518636333
32580,0.656549,0.674121,0.226304,22.3584,0.518991333
32640,0.656017,0.673589,0.226304,22.3584,0.518636667
32700,0.656017,0.673589,0.226304,22.4389,0.518636667
32760,0.656017,0.673056,0.226837,22.3584,0.518636667
32820,0.655484,0.673056,0.226304,22.4389,0.518281333
32880,0.655484,0.673056,0.226304,22.3584,0.518281333
32940,0.655484,0.673056,0.226837,22.3584,0.518459
33000,0.655484,0.672524,0.225772,22.3584,0.517926667
33060,0.655484,0.672524,0.227369,22.3584,0.518459
33120,0.654952,0.671991,0.227902,22.3584,0.518281667
33180,0.654952,0.671991,0.227369,22.3584,0.518104
33240,0.654952,0.671991,0.227369,22.3584,0.518104
33300,0.654419,0.671459,0.227369,22.4389,0.517749
33360,0.654419,0.671459,0.227369,22.3584,0.517749
33420,0.654419,0.670926,0.226837,22.3584,0.517394
33480,0.654419,0.670926,0.227369,22.3584,0.517571333
33540,0.654419,0.670926,0.228434,22.3584,0.517926333
33600,0.653887,0.670926,0.228434,22.3584,0.517749
33660,0.653887,0.670394,0.228967,22.3584,0.517749333
33720,0.653887,0.670394,0.228434,22.3584,0.517571667
33780,0.653887,0.669861,0.228967,22.3584,0.517571667
33840,0.653887,0.669861,0.228967,22.3584,0.517571667
33900,0.653354,0.669329,0.228967,22.3584,0.517216667
33960,0.653354,0.669329,0.229499,22.3584,0.517394
34020,0.652822,0.668796,0.229499,22.3584,0.517039
34080,0.652822,0.668796,0.229499,22.3584,0.517039
34140,0.652822,0.668796,0.229499,22.3584,0.517039
34200,0.652289,0.668264,0.229499,22.3584,0.516684
34260,0.652289,0.668264,0.229499,22.3584,0.516684
34320,0.652289,0.668264,0.229499,22.3584,0.516684
34380,0.652289,0.668264,0.229499,22.3584,0.516684
34440,0.651757,0.667731,0.230032,22.3584,0.516506667
34500,0.651757,0.667731,0.229499,22.3584,0.516329
34560,0.651757,0.667199,0.227902,22.3584,0.515619333
34620,0.651225,0.667199,0.228967,22.3584,0.515797
34680,0.651225,0.666666,0.227369,22.3584,0.515086667
34740,0.651225,0.666666,0.224707,22.3584,0.514199333
34800,0.651225,0.666666,0.224707,22.3584,0.514199333
34860,0.650692,0.666134,0.224707,22.3584,0.513844333
34920,0.650692,0.666134,0.224707,22.2778,0.513844333
34980,0.650692,0.666134,0.224174,22.3584,0.513666667
35040,0.650692,0.665602,0.225239,22.3584,0.513844333
35100,0.65016,0.665602,0.225239,22.3584,0.513667
35160,0.65016,0.665602,0.225772,22.3584,0.513844667
35220,0.65016,0.665069,0.224707,22.3584,0.513312
35280,0.649627,0.664537,0.224707,22.2778,0.512957
35340,0.649627,0.664537,0.224707,22.2778,0.512957
35400,0.649627,0.664537,0.224707,22.3584,0.512957
35460,0.649627,0.664537,0.226304,22.3584,0.513489333
35520,0.649095,0.664004,0.227369,22.3584,0.513489333
35580,0.649095,0.664004,0.227902,22.2778,0.513667
35640,0.649095,0.664004,0.227902,22.3584,0.513667
35700,0.648562,0.663472,0.228434,22.3584,0.513489333
35760,0.648562,0.663472,0.227902,22.2778,0.513312
35820,0.648562,0.662939,0.228434,22.3584,0.513311667
35880,0.648562,0.662939,0.228434,22.2778,0.513311667
35940,0.64803,0.662939,0.227369,22.2778,0.512779333
36000,0.64803,0.662939,0.227902,22.3584,0.512957
36060,0.64803,0.662407,0.227902,22.3584,0.512779667
36120,0.647497,0.662407,0.225772,22.3584,0.511892
36180,0.647497,0.661874,0.226837,22.3584,0.512069333
36240,0.647497,0.661874,0.226837,22.2778,0.512069333
36300,0.646965,0.661874,0.227369,22.3584,0.512069333
36360,0.646965,0.661342,0.227902,22.3584,0.512069667
36420,0.646965,0.661342,0.226837,22.2778,0.511714667
36480,0.646965,0.660809,0.227369,22.3584,0.511714333
36540,0.646432,0.660809,0.227902,22.2778,0.511714333
36600,0.646432,0.660809,0.228434,22.2778,0.511891667
36660,0.6459,0.660809,0.225239,22.2778,0.510649333
36720,0.6459,0.660277,0.223642,22.2778,0.509939667
36780,0.6459,0.660277,0.224707,22.2778,0.510294667
36840,0.645367,0.660277,0.223642,22.2778,0.509762
36900,0.645367,0.659744,0.224707,22.2778,0.509939333
36960,0.645367,0.659744,0.224707,22.2778,0.509939333
37020,0.645367,0.659744,0.225772,22.2778,0.510294333
37080,0.644835,0.659212,0.225239,22.2778,0.509762
37140,0.644835,0.659212,0.225772,22.2778,0.509939667
37200,0.644835,0.658679,0.225772,22.2778,0.509762
37260,0.644302,0.658679,0.225772,22.2778,0.509584333
37320,0.644302,0.658679,0.226304,22.2778,0.509761667
37380,0.644302,0.658147,0.225239,22.2778,0.509229333
37440,0.644302,0.658147,0.226304,22.2778,0.509584333
37500,0.64377,0.658147,0.228434,22.2778,0.510117
37560,0.64377,0.658147,0.228434,22.2778,0.510117
37620,0.64377,0.657614,0.228434,22.2778,0.509939333
37680,0.64377,0.657614,0.229499,22.2778,0.510294333
37740,0.643237,0.657614,0.230564,22.2778,0.510471667
37800,0.643237,0.657082,0.230564,22.2778,0.510294333
37860,0.643237,0.657082,0.231629,22.2778,0.510649333
37920,0.643237,0.657082,0.229499,22.2778,0.509939333
37980,0.643237,0.656549,0.229499,22.2778,0.509761667
38040,0.642705,0.656549,0.230032,22.2778,0.509762
38100,0.642705,0.656549,0.228967,22.1972,0.509407
38160,0.642705,0.656017,0.230032,22.1972,0.509584667
38220,0.642705,0.656017,0.230564,22.1972,0.509762
38280,0.642172,0.655484,0.230032,22.2778,0.509229333
38340,0.642172,0.656017,0.230564,22.2778,0.509584333
38400,0.64164,0.655484,0.231097,22.1972,0.509407
38460,0.64164,0.655484,0.231097,22.1972,0.509407
38520,0.64164,0.655484,0.232162,22.1972,0.509762
38580,0.64164,0.655484,0.231097,22.1972,0.509407
38640,0.641107,0.654952,0.232162,22.1972,0.509407
38700,0.641107,0.654952,0.232162,22.1972,0.509407
38760,0.641107,0.654419,0.232162,22.2778,0.509229333
38820,0.640575,0.654419,0.233227,22.1972,0.509407
38880,0.640575,0.654419,0.233227,22.2778,0.509407
38940,0.640575,0.654419,0.231629,22.1972,0.508874333
39000,0.640575,0.653887,0.234292,22.1972,0.509584667
39060,0.640575,0.653887,0.234824,22.1972,0.509762
39120,0.640042,0.653887,0.234824,22.1972,0.509584333
39180,0.640042,0.653354,0.235357,22.1972,0.509584333
39240,0.640042,0.653354,0.235889,22.1972,0.509761667
39300,0.640042,0.652822,0.236422,22.1972,0.509762
39360,0.63951,0.652822,0.234824,22.2778,0.509052
39420,0.63951,0.652289,0.234824,22.1972,0.508874333
39480,0.63951,0.652289,0.235357,22.1972,0.509052
39540,0.638977,0.652289,0.236422,22.2778,0.509229333
39600,0.638977,0.652289,0.235357,22.1972,0.508874333
39660,0.638977,0.651757,0.236422,22.2778,0.509052
39720,0.638977,0.651757,0.235889,22.2778,0.508874333
39780,0.638977,0.651225,0.236954,22.1972,0.509052
39840,0.638445,0.651225,0.236954,22.1972,0.508874667
39900,0.638445,0.651225,0.236954,22.1972,0.508874667
39960,0.638445,0.651225,0.237487,22.1972,0.509052333
40020,0.637912,0.650692,0.237487,22.1972,0.508697
40080,0.637912,0.650692,0.236422,22.1972,0.508342
40140,0.637912,0.65016,0.236422,22.1972,0.508164667
40200,0.637912,0.65016,0.236422,22.1972,0.508164667
40260,0.63738,0.65016,0.236422,22.1972,0.507987333
40320,0.63738,0.649627,0.237487,22.1972,0.508164667
40380,0.63738,0.649627,0.236954,22.2778,0.507987
40440,0.63738,0.649627,0.237487,22.1972,0.508164667
40500,0.636848,0.649627,0.238019,22.1972,0.508164667
40560,0.636848,0.649627,0.236422,22.1972,0.507632333
40620,0.636848,0.649095,0.237487,22.1972,0.50781
40680,0.636848,0.649095,0.236954,22.1972,0.507632333
40740,0.636315,0.649095,0.238019,22.1972,0.507809667
40800,0.636315,0.648562,0.238019,22.1972,0.507632
40860,0.636315,0.648562,0.238551,22.1972,0.507809333
40920,0.635783,0.648562,0.238551,22.1972,0.507632
40980,0.635783,0.648562,0.239084,22.1972,0.507809667
41040,0.635783,0.64803,0.239084,22.1972,0.507632333
41100,0.635783,0.64803,0.239616,22.2778,0.507809667
41160,0.63525,0.64803,0.240149,22.1972,0.507809667
41220,0.63525,0.64803,0.240681,22.1972,0.507987
41280,0.63525,0.647497,0.239616,22.1972,0.507454333
41340,0.634718,0.647497,0.238551,22.1972,0.506922
41400,0.634718,0.647497,0.238551,22.1972,0.506922
41460,0.634718,0.647497,0.239084,22.1972,0.507099667
41520,0.634185,0.647497,0.240149,22.1972,0.507277
41580,0.634185,0.646965,0.240681,22.1972,0.507277
41640,0.634185,0.646965,0.240681,22.1972,0.507277
41700,0.634185,0.646965,0.241214,22.1972,0.507454667
41760,0.634185,0.646965,0.240149,22.1972,0.507099667
41820,0.633653,0.646965,0.240681,22.1972,0.507099667
41880,0.633653,0.646432,0.240681,22.1972,0.506922
41940,0.633653,0.646432,0.239616,22.1972,0.506567
42000,0.63312,0.646432,0.240149,22.1972,0.506567
42060,0.63312,0.6459,0.240149,22.1972,0.506389667
42120,0.63312,0.6459,0.240149,22.1972,0.506389667
42180,0.632588,0.6459,0.240681,22.1972,0.506389667
42240,0.632588,0.6459,0.238551,22.1972,0.505679667
42300,0.632588,0.6459,0.238551,22.1972,0.505679667
42360,0.632588,0.645367,0.239084,22.1972,0.505679667
42420,0.632055,0.645367,0.240149,22.1972,0.505857
42480,0.632055,0.645367,0.239084,22.1167,0.505502
42540,0.632055,0.645367,0.239616,22.1972,0.505679333
42600,0.632055,0.645367,0.240681,22.1972,0.506034333
42660,0.632055,0.644835,0.240681,22.1972,0.505857
42720,0.631523,0.644835,0.240149,22.1167,0.505502333
42780,0.631523,0.644835,0.239616,22.1972,0.505324667
42840,0.631523,0.644835,0.239616,22.1972,0.505324667
42900,0.63099,0.644835,0.240149,22.1167,0.505324667
42960,0.63099,0.644302,0.241214,22.1972,0.505502
43020,0.63099,0.644302,0.241214,22.1972,0.505502
43080,0.63099,0.644302,0.241214,22.1972,0.505502
43140,0.630458,0.644302,0.240681,22.1972,0.505147
43200,0.630458,0.64377,0.240681,22.1167,0.504969667
43260,0.630458,0.64377,0.241746,22.1972,0.505324667
43320,0.630458,0.64377,0.240681,22.1972,0.504969667
43380,0.629925,0.64377,0.241214,22.1972,0.504969667
43440,0.629925,0.64377,0.242279,22.1972,0.505324667
43500,0.629925,0.643237,0.242279,22.1972,0.505147
43560,0.629925,0.643237,0.234292,22.1972,0.502484667
43620,0.629393,0.643237,0.235357,22.1972,0.502662333
43680,0.629393,0.643237,0.235889,22.1972,0.502839667
43740,0.629393,0.643237,0.236954,22.1972,0.503194667
43800,0.62886,0.643237,0.238019,22.1972,0.503372
43860,0.62886,0.642705,0.238019,22.1972,0.503194667
43920,0.62886,0.642705,0.238019,22.1972,0.503194667
43980,0.628328,0.642705,0.238019,22.1972,0.503017333
44040,0.628328,0.642705,0.238019,22.1167,0.503017333
44100,0.628328,0.642705,0.239084,22.1972,0.503372333
44160,0.628328,0.642705,0.240149,22.1972,0.503727333
44220,0.627795,0.642172,0.241214,22.1972,0.503727
44280,0.627795,0.642172,0.241746,22.1972,0.503904333
44340,0.627795,0.642172,0.241214,22.1972,0.503727
44400,0.627795,0.642172,0.242279,22.1972,0.504082
44460,0.627263,0.642172,0.242811,22.1972,0.504082
44520,0.627263,0.64164,0.242279,22.1972,0.503727333
44580,0.627263,0.64164,0.242811,22.1972,0.503904667
44640,0.627263,0.64164,0.243344,22.1972,0.504082333
44700,0.62673,0.64164,0.243344,22.1167,0.503904667
44760,0.62673,0.641107,0.241214,22.1972,0.503017
44820,0.62673,0.641107,0.240681,22.1972,0.502839333
44880,0.62673,0.641107,0.241214,22.1167,0.503017
44940,0.626198,0.641107,0.241746,22.1167,0.503017
45000,0.626198,0.641107,0.239084,22.1972,0.502129667
45060,0.626198,0.640575,0.240149,22.1972,0.502307333
45120,0.626198,0.640575,0.240681,22.1167,0.502484667
45180,0.625665,0.640575,0.240681,22.1972,0.502307
45240,0.625665,0.640575,0.241214,22.1972,0.502484667
45300,0.625665,0.640575,0.232162,22.1167,0.499467333
45360,0.625665,0.640575,0.234292,22.1167,0.500177333
45420,0.625665,0.640042,0.237487,22.1972,0.501064667
45480,0.625133,0.640042,0.239084,22.1167,0.501419667
45540,0.625133,0.640042,0.240149,22.1972,0.501774667
45600,0.6246,0.640042,0.240149,22.1167,0.501597
45660,0.6246,0.640042,0.240681,22.1972,0.501774333
45720,0.6246,0.63951,0.240681,22.1972,0.501597
45780,0.624068,0.63951,0.240681,22.1167,0.501419667
45840,0.624068,0.63951,0.241214,22.1972,0.501597333
45900,0.624068,0.63951,0.236954,22.1972,0.500177333
45960,0.624068,0.63951,0.236954,22.1167,0.500177333
46020,0.624068,0.63951,0.237487,22.1167,0.500355
46080,0.624068,0.638977,0.238019,22.1167,0.500354667
46140,0.623535,0.638977,0.238551,22.1167,0.500354333
46200,0.623535,0.638977,0.238551,22.1167,0.500354333
46260,0.623535,0.638977,0.239616,22.1167,0.500709333
46320,0.623003,0.638977,0.240149,22.1167,0.500709667
46380,0.623003,0.638977,0.239084,22.1167,0.500354667
46440,0.622471,0.638445,0.236954,22.1167,0.49929
46500,0.622471,0.638445,0.238019,22.1167,0.499645
46560,0.622471,0.638445,0.238551,22.1167,0.499822333
46620,0.622471,0.638445,0.239084,22.1167,0.5
46680,0.622471,0.638445,0.239084,22.1972,0.5
46740,0.621938,0.638445,0.238019,22.1167,0.499467333
46800,0.621938,0.637912,0.239084,22.1167,0.499644667
46860,0.621938,0.638445,0.240149,22.1167,0.500177333
46920,0.621938,0.637912,0.240681,22.1972,0.500177
46980,0.621938,0.637912,0.241214,22.1167,0.500354667
47040,0.621406,0.637912,0.241214,22.1972,0.500177333
47100,0.621406,0.63738,0.241746,22.1167,0.500177333
47160,0.621406,0.63738,0.242279,22.1972,0.500355
47220,0.621406,0.63738,0.242279,22.1167,0.500355
47280,0.620873,0.63738,0.242811,22.1167,0.500354667
47340,0.620873,0.63738,0.242811,22.1167,0.500354667
47400,0.620873,0.63738,0.242811,22.1167,0.500354667
47460,0.620873,0.636848,0.242811,22.1167,0.500177333
47520,0.620873,0.63738,0.243344,22.1167,0.500532333
47580,0.620341,0.636848,0.243344,22.1167,0.500177667
47640,0.620341,0.636848,0.242279,22.1167,0.499822667
47700,0.620341,0.636848,0.243344,22.1167,0.500177667
47760,0.619808,0.636848,0.243876,22.1167,0.500177333
47820,0.619808,0.636848,0.244941,22.1167,0.500532333
47880,0.619808,0.636848,0.243876,22.1167,0.500177333
47940,0.619808,0.636315,0.241214,22.1167,0.499112333
48000,0.619808,0.636315,0.241746,22.1167,0.499289667
48060,0.619276,0.636315,0.242811,22.1167,0.499467333
48120,0.619276,0.636315,0.243344,22.1167,0.499645
48180,0.619276,0.635783,0.243876,22.1167,0.499645
48240,0.619276,0.635783,0.244409,22.1972,0.499822667
48300,0.618743,0.635783,0.243876,22.1167,0.499467333
48360,0.618743,0.635783,0.244409,22.1167,0.499645
48420,0.618211,0.63525,0.244409,22.1167,0.49929
48480,0.618211,0.63525,0.245474,22.1167,0.499645
48540,0.618211,0.63525,0.245474,22.1972,0.499645
48600,0.617678,0.63525,0.245474,22.1167,0.499467333
48660,0.617678,0.63525,0.245474,22.1167,0.499467333
48720,0.617678,0.63525,0.245474,22.1167,0.499467333
48780,0.617678,0.634718,0.246006,22.1167,0.499467333
48840,0.617146,0.634718,0.246006,22.1167,0.49929
48900,0.617146,0.634718,0.246006,22.1167,0.49929
48960,0.617146,0.634718,0.243344,22.1167,0.498402667
49020,0.617146,0.634718,0.243344,22.1167,0.498402667
49080,0.617146,0.634718,0.243876,22.1167,0.49858
49140,0.617146,0.634185,0.243876,22.1167,0.498402333
49200,0.616613,0.634185,0.244409,22.1167,0.498402333
49260,0.616613,0.634185,0.244409,22.1167,0.498402333
49320,0.616613,0.634185,0.244941,22.1167,0.498579667
49380,0.616613,0.634185,0.244941,22.1167,0.498579667
49440,0.616081,0.634185,0.246539,22.1167,0.498935
49500,0.616081,0.634185,0.246539,22.1167,0.498935
49560,0.616081,0.634185,0.247604,22.1167,0.49929
49620,0.615548,0.634185,0.247604,22.1167,0.499112333
49680,0.615548,0.634185,0.248669,22.1167,0.499467333
49740,0.615548,0.634185,0.248669,22.1167,0.499467333
49800,0.615548,0.634185,0.248136,22.1167,0.499289667
49860,0.615548,0.633653,0.249201,22.1167,0.499467333
49920,0.615548,0.633653,0.249734,22.1167,0.499645
49980,0.615548,0.633653,0.249201,22.0361,0.499467333
50040,0.615016,0.633653,0.247071,22.1167,0.49858
50100,0.615016,0.633653,0.246539,22.1167,0.498402667
50160,0.615016,0.633653,0.247071,22.1167,0.49858
50220,0.615016,0.63312,0.247604,22.1167,0.49858
50280,0.615016,0.63312,0.248136,22.1167,0.498757333
50340,0.614483,0.63312,0.248669,22.1167,0.498757333
50400,0.614483,0.63312,0.249734,22.1167,0.499112333
50460,0.614483,0.63312,0.250266,22.0361,0.499289667
50520,0.613951,0.63312,0.250799,22.1167,0.49929
50580,0.613951,0.632588,0.250799,22.1167,0.499112667
50640,0.613951,0.632588,0.249734,22.1167,0.498757667
50700,0.613418,0.632588,0.249734,22.1167,0.49858
50760,0.613418,0.632588,0.250799,22.1167,0.498935
50820,0.612886,0.632588,0.251331,22.1167,0.498935
50880,0.612886,0.632588,0.251331,22.1167,0.498935
50940,0.612886,0.632055,0.251331,22.0361,0.498757333
51000,0.612353,0.632055,0.251331,22.0361,0.498579667
51060,0.612353,0.632055,0.251331,22.1167,0.498579667
51120,0.612353,0.632055,0.250266,22.1167,0.498224667
51180,0.611821,0.632055,0.249734,22.1167,0.49787
51240,0.611821,0.632055,0.247071,22.1167,0.496982333
51300,0.611821,0.632055,0.247604,22.1167,0.49716
51360,0.611821,0.631523,0.247071,22.1167,0.496805
51420,0.611288,0.631523,0.247071,22.0361,0.496627333
51480,0.611288,0.631523,0.247604,22.1167,0.496805
51540,0.611288,0.631523,0.248136,22.1167,0.496982333
51600,0.611288,0.631523,0.248136,22.0361,0.496982333
51660,0.611288,0.631523,0.248669,22.1167,0.49716
51720,0.610756,0.631523,0.249201,22.1167,0.49716
51780,0.610756,0.63099,0.249734,22.1167,0.49716
51840,0.610756,0.63099,0.250266,22.0361,0.497337333
51900,0.610756,0.63099,0.251331,22.1167,0.497692333
51960,0.610223,0.63099,0.250799,22.1167,0.497337333
52020,0.610223,0.63099,0.251331,22.1167,0.497514667
52080,0.610223,0.63099,0.251864,22.0361,0.497692333
52140,0.609691,0.63099,0.251864,22.1167,0.497515
52200,0.609691,0.63099,0.251864,22.1167,0.497515
52260,0.609691,0.63099,0.243344,22.1167,0.494675
52320,0.609691,0.63099,0.241746,22.1167,0.494142333
52380,0.609691,0.630458,0.241746,22.1167,0.493965
52440,0.609691,0.630458,0.242811,22.0361,0.49432
52500,0.609158,0.630458,0.243344,22.1167,0.49432
52560,0.609158,0.630458,0.243876,22.1167,0.494497333
52620,0.609158,0.630458,0.245474,22.1167,0.49503
52680,0.609158,0.630458,0.244941,22.1167,0.494852333
52740,0.609158,0.630458,0.245474,22.1167,0.49503
52800,0.608626,0.629925,0.247071,22.1167,0.495207333
52860,0.608626,0.630458,0.248136,22.1167,0.49574
52920,0.608626,0.629925,0.249201,22.1167,0.495917333
52980,0.608626,0.629925,0.249734,22.1167,0.496095
53040,0.608626,0.629925,0.250266,22.1167,0.496272333
53100,0.608626,0.629925,0.250799,22.1167,0.49645
53160,0.608626,0.629925,0.251331,22.1167,0.496627333
53220,0.608094,0.629925,0.252396,22.0361,0.496805
53280,0.608094,0.629925,0.252928,22.1167,0.496982333
53340,0.608094,0.629925,0.252928,22.1167,0.496982333
53400,0.607561,0.629393,0.253461,22.1167,0.496805
53460,0.607561,0.629393,0.254526,22.1167,0.49716
53520,0.607561,0.629393,0.255058,22.1167,0.497337333
53580,0.607029,0.629393,0.256123,22.1167,0.497515
53640,0.607029,0.629393,0.256656,22.1167,0.497692667
53700,0.607029,0.629393,0.257188,22.1167,0.49787
53760,0.607029,0.629393,0.257188,22.0361,0.49787
53820,0.607029,0.62886,0.257721,22.1167,0.49787
53880,0.606496,0.62886,0.257721,22.1167,0.497692333
53940,0.606496,0.62886,0.257721,22.1167,0.497692333
54000,0.606496,0.62886,0.258253,22.1167,0.497869667
54060,0.606496,0.62886,0.257721,22.1167,0.497692333
54120,0.606496,0.62886,0.257721,22.1167,0.497692333
54180,0.606496,0.62886,0.258786,22.1167,0.498047333
54240,0.605964,0.62886,0.258786,22.1167,0.49787
54300,0.605964,0.628328,0.258786,22.1167,0.497692667
54360,0.605964,0.628328,0.257188,22.1167,0.49716
54420,0.605964,0.628328,0.258253,22.0361,0.497515
54480,0.605431,0.628328,0.256656,22.1167,0.496805
54540,0.605431,0.628328,0.257188,22.1167,0.496982333
54600,0.605431,0.628328,0.257721,22.1167,0.49716
54660,0.605431,0.627795,0.258786,22.1167,0.497337333
54720,0.604899,0.627795,0.259318,22.1167,0.497337333
54780,0.604899,0.627795,0.259318,22.0361,0.497337333
54840,0.604899,0.627795,0.259851,22.1167,0.497515
54900,0.604899,0.627795,0.259851,22.1167,0.497515
54960,0.604899,0.627263,0.260383,22.1167,0.497515
55020,0.604366,0.627263,0.259851,22.1167,0.49716
55080,0.604366,0.627263,0.259851,22.1167,0.49716
55140,0.604366,0.627263,0.260383,22.1167,0.497337333
55200,0.604366,0.627263,0.260383,22.1167,0.497337333
55260,0.604366,0.62673,0.260383,22.1167,0.497159667
55320,0.603834,0.62673,0.258786,22.1167,0.49645
55380,0.603834,0.62673,0.259318,22.1167,0.496627333
55440,0.603834,0.62673,0.260383,22.1167,0.496982333
55500,0.603834,0.62673,0.260916,22.1167,0.49716
55560,0.603301,0.62673,0.261448,22.1167,0.497159667
55620,0.603301,0.62673,0.261981,22.1167,0.497337333
55680,0.603301,0.62673,0.262513,22.1167,0.497514667
55740,0.603301,0.62673,0.263046,22.1167,0.497692333
55800,0.603301,0.626198,0.263046,22.1167,0.497515
55860,0.603301,0.626198,0.263046,22.1167,0.497515
55920,0.602769,0.626198,0.264111,22.1167,0.497692667
55980,0.602769,0.626198,0.263578,22.1167,0.497515
56040,0.602769,0.626198,0.263578,22.1167,0.497515
56100,0.602769,0.626198,0.264111,22.1167,0.497692667
56160,0.602769,0.626198,0.264111,22.1167,0.497692667
56220,0.602769,0.626198,0.264111,22.1167,0.497692667
