***SENSOR SELECTION,,,,,
CH 1-Voltage(±1V),,,,,
CH 2-Voltage(±1V),,,,,
CH 3-Voltage(±1V),,,,,
INTERNAL,,,,,
*** Sampling Rate ,,,,,
1 Data Per 1 Min,,,,,
*** Duration to Monitor  ,,,,,
1 Day,,,,,
Start: 28-NOV-2022  11:47AM,,,,,
Time(s),V1,V2,V3,°C,Vavg
13080,0.708733,0.723642,0.013844,21.311,0.482073
13140,0.7082,0.72311,0.013844,21.2304,0.481718
13200,0.707668,0.722577,0.013844,21.2304,0.481363
13260,0.707668,0.722045,0.013312,21.311,0.481008333
13320,0.707668,0.721512,0.013312,21.2304,0.480830667
13380,0.707668,0.72098,0.013312,21.311,0.480653333
13440,0.707135,0.720447,0.013312,21.2304,0.480298
13500,0.707668,0.719915,0.013312,21.311,0.480298333
13560,0.707135,0.719915,0.012779,21.2304,0.479943
13620,0.707135,0.719382,0.012779,21.2304,0.479765333
13680,0.707668,0.719382,0.012779,21.2304,0.479943
13740,0.707135,0.71885,0.012247,21.311,0.479410667
13800,0.707668,0.718317,0.012247,21.2304,0.479410667
13860,0.707668,0.718317,0.012247,21.2304,0.479410667
13920,0.707668,0.718317,0.012779,21.2304,0.479588
13980,0.707668,0.718317,0.012247,21.2304,0.479410667
14040,0.707668,0.717785,0.012247,21.2304,0.479233333
14100,0.707668,0.717252,0.012779,21.311,0.479233
14160,0.707668,0.717252,0.012779,21.2304,0.479233
14220,0.7082,0.717252,0.012247,21.2304,0.479233
14280,0.708733,0.717785,0.012247,21.2304,0.479588333
14340,0.709265,0.717785,0.012247,21.311,0.479765667
14400,0.709265,0.718317,0.012247,21.2304,0.479943
14460,0.709265,0.71885,0.011714,21.311,0.479943
14520,0.709797,0.718317,0.011714,21.2304,0.479942667
14580,0.709265,0.71885,0.011714,21.2304,0.479943
14640,0.709265,0.71885,0.011182,21.2304,0.479765667
14700,0.709265,0.71885,0.011714,21.2304,0.479943
14760,0.709797,0.718317,0.011182,21.2304,0.479765333
14820,0.71033,0.71885,0.011182,21.2304,0.480120667
14880,0.71033,0.717785,0.010649,21.2304,0.479588
14940,0.709797,0.717252,0.011182,21.2304,0.479410333
15000,0.709265,0.717252,0.011182,21.2304,0.479233
15060,0.709265,0.717252,0.011182,21.2304,0.479233
15120,0.708733,0.717252,0.011182,21.2304,0.479055667
15180,0.7082,0.71672,0.010649,21.2304,0.478523
15240,0.7082,0.716187,0.011182,21.2304,0.478523
15300,0.707668,0.716187,0.010117,21.2304,0.477990667
15360,0.707668,0.715655,0.010649,21.2304,0.477990667
15420,0.707668,0.716187,0.010117,21.2304,0.477990667
15480,0.707135,0.715655,0.010649,21.2304,0.477813
15540,0.706603,0.715122,0.010117,21.1499,0.477280667
15600,0.705538,0.71459,0.010117,21.2304,0.476748333
15660,0.705538,0.714057,0.010117,21.1499,0.476570667
15720,0.705005,0.713525,0.009584,21.1499,0.476038
15780,0.704473,0.712992,0.010649,21.1499,0.476038
15840,0.704473,0.711927,0.010117,21.1499,0.475505667
15900,0.703408,0.711927,0.009584,21.1499,0.474973
15960,0.703408,0.711395,0.010117,21.2304,0.474973333
16020,0.702875,0.710862,0.010117,21.1499,0.474618
16080,0.702875,0.709797,0.009584,21.2304,0.474085333
16140,0.702343,0.709265,0.009584,21.1499,0.473730667
16200,0.702343,0.709265,0.009052,21.1499,0.473553333
16260,0.702343,0.708733,0.009052,21.1499,0.473376
16320,0.70181,0.708733,0.009584,21.1499,0.473375667
16380,0.701278,0.7082,0.009584,21.1499,0.473020667
16440,0.701278,0.707668,0.009052,21.1499,0.472666
16500,0.701278,0.707668,0.009052,21.1499,0.472666
16560,0.700745,0.707135,0.009052,21.1499,0.472310667
16620,0.700745,0.707135,0.009052,21.1499,0.472310667
16680,0.700745,0.707135,0.009052,21.0693,0.472310667
16740,0.700745,0.707135,0.009052,21.1499,0.472310667
16800,0.700213,0.706603,0.008519,21.2304,0.471778333
16860,0.700213,0.706603,0.009052,21.1499,0.471956
16920,0.700213,0.706603,0.009052,21.1499,0.471956
16980,0.700213,0.706603,0.008519,21.0693,0.471778333
17040,0.700213,0.706603,0.007987,21.1499,0.471601
17100,0.700213,0.706603,0.008519,21.0693,0.471778333
17160,0.69968,0.706603,0.008519,21.0693,0.471600667
17220,0.69968,0.706603,0.008519,21.0693,0.471600667
17280,0.69968,0.706603,0.008519,21.0693,0.471600667
17340,0.69968,0.706603,0.007987,21.0693,0.471423333
17400,0.69968,0.706603,0.007987,21.0693,0.471423333
17460,0.69968,0.706603,0.007987,21.0693,0.471423333
17520,0.69968,0.706603,0.007987,21.0693,0.471423333
17580,0.69968,0.706603,0.007455,20.9888,0.471246
17640,0.700213,0.706603,0.007987,20.9888,0.471601
17700,0.700213,0.707135,0.007455,21.0693,0.471601
17760,0.700213,0.706603,0.007987,20.9888,0.471601
17820,0.700213,0.707135,0.007455,20.9888,0.471601
17880,0.700213,0.706603,0.007455,20.9888,0.471423667
17940,0.69968,0.707135,0.007987,20.9888,0.471600667
18000,0.700213,0.707135,0.006922,20.9888,0.471423333
18060,0.69968,0.707135,0.007455,20.9888,0.471423333
18120,0.69968,0.707135,0.007987,20.9888,0.471600667
18180,0.69968,0.707135,0.007455,20.9888,0.471423333
18240,0.700213,0.707135,0.007987,20.9888,0.471778333
18300,0.700213,0.707135,0.007455,21.0693,0.471601
18360,0.69968,0.707135,0.007455,20.9888,0.471423333
18420,0.700213,0.707135,0.006922,20.9888,0.471423333
18480,0.700213,0.707135,0.007455,20.9888,0.471601
18540,0.69968,0.707668,0.007455,20.9888,0.471601
18600,0.69968,0.707668,0.007455,20.9888,0.471601
18660,0.700213,0.707668,0.007455,21.0693,0.471778667
18720,0.700213,0.707668,0.007455,20.9888,0.471778667
18780,0.700213,0.707668,0.006922,20.9888,0.471601
18840,0.69968,0.707668,0.006922,20.9888,0.471423333
18900,0.69968,0.707668,0.006922,20.9888,0.471423333
18960,0.700213,0.707668,0.00639,20.9888,0.471423667
19020,0.700213,0.707668,0.006922,20.9888,0.471601
19080,0.700745,0.707668,0.006922,20.9888,0.471778333
19140,0.701278,0.7082,0.006922,20.9888,0.472133333
19200,0.70181,0.708733,0.006922,20.9888,0.472488333
19260,0.702343,0.708733,0.006922,20.9888,0.472666
19320,0.702343,0.709265,0.00639,20.9888,0.472666
19380,0.702343,0.709797,0.006922,20.9888,0.473020667
19440,0.702343,0.71033,0.006922,20.9082,0.473198333
19500,0.702875,0.710862,0.006922,20.9082,0.473553
19560,0.702875,0.711395,0.00639,20.9888,0.473553333
19620,0.702875,0.711395,0.00639,20.9888,0.473553333
19680,0.702875,0.711927,0.006922,20.9082,0.473908
19740,0.702875,0.71246,0.005857,20.9082,0.473730667
19800,0.703408,0.712992,0.00639,20.9082,0.474263333
19860,0.703408,0.714057,0.00639,20.9082,0.474618333
19920,0.703408,0.713525,0.00639,20.9082,0.474441
19980,0.70394,0.711927,0.006922,20.9082,0.474263
20040,0.704473,0.710862,0.00639,20.9082,0.473908333
20100,0.704473,0.71033,0.00639,20.9082,0.473731
20160,0.705005,0.71033,0.006922,20.9082,0.474085667
20220,0.705005,0.709797,0.00639,20.9082,0.473730667
20280,0.704473,0.709797,0.00639,20.9082,0.473553333
20340,0.704473,0.709797,0.005857,20.9082,0.473375667
20400,0.70394,0.709797,0.005857,20.9082,0.473198
20460,0.703408,0.709797,0.005857,20.9082,0.473020667
20520,0.702875,0.709797,0.005857,20.9082,0.472843
20580,0.702343,0.709797,0.005857,20.9082,0.472665667
20640,0.702343,0.71033,0.005857,20.9082,0.472843333
20700,0.701278,0.71033,0.005857,20.9082,0.472488333
20760,0.700745,0.71033,0.005857,20.9082,0.472310667
20820,0.700745,0.71033,0.00639,20.8276,0.472488333
20880,0.700213,0.710862,0.005857,20.9082,0.472310667
20940,0.69968,0.710862,0.00639,20.9082,0.472310667
21000,0.699148,0.711395,0.005857,20.9082,0.472133333
21060,0.699148,0.711395,0.005857,20.9082,0.472133333
21120,0.698615,0.711927,0.005857,20.9082,0.472133
21180,0.698083,0.711927,0.005325,20.9082,0.471778333
21240,0.698083,0.71246,0.005857,20.9082,0.472133333
21300,0.698083,0.712992,0.005325,20.8276,0.472133333
21360,0.69755,0.713525,0.005325,20.9082,0.472133333
21420,0.697018,0.713525,0.005325,20.8276,0.471956
21480,0.697018,0.714057,0.005325,20.9082,0.472133333
21540,0.696485,0.71459,0.005325,20.9082,0.472133333
21600,0.696485,0.71459,0.005325,20.9082,0.472133333
21660,0.695953,0.715122,0.005857,20.9082,0.472310667
21720,0.695953,0.714057,0.005325,20.8276,0.471778333
21780,0.69542,0.71459,0.005325,20.8276,0.471778333
21840,0.694888,0.71459,0.005857,20.8276,0.471778333
