***SENSOR SELECTION,,,,,
CH 1-Voltage(±1V),,,,,
CH 2-Voltage(±1V),,,,,
CH 3-Voltage(±1V),,,,,
INTERNAL,,,,,
*** Sampling Rate ,,,,,
1 Data Per 1 Min,,,,,
*** Duration to Monitor  ,,,,,
1 Day,,,,,
Start: 05-DEC-2022  12:37PM,,,,,
Time(s),V1,V2,V3,°C,Vavg
13920,0.707668,0.709797,0.693823,20.8276,0.703762667
13980,0.707668,0.709265,0.693823,20.8276,0.703585333
14040,0.707135,0.709265,0.693291,20.7471,0.703230333
14100,0.707135,0.709265,0.693823,20.8276,0.703407667
14160,0.707135,0.709265,0.693823,20.7471,0.703407667
14220,0.707135,0.709265,0.694356,20.8276,0.703585333
14280,0.707135,0.708733,0.694356,20.7471,0.703408
14340,0.707135,0.708733,0.693823,20.7471,0.703230333
14400,0.707668,0.7082,0.693823,20.7471,0.703230333
14460,0.707668,0.7082,0.693823,20.7471,0.703230333
14520,0.707135,0.708733,0.693823,20.7471,0.703230333
14580,0.707135,0.708733,0.694356,20.7471,0.703408
14640,0.707135,0.708733,0.694356,20.7471,0.703408
14700,0.707135,0.7082,0.694356,20.7471,0.703230333
14760,0.707135,0.707668,0.694356,20.7471,0.703053
14820,0.707135,0.707668,0.694356,20.7471,0.703053
14880,0.707135,0.707668,0.694356,20.7471,0.703053
14940,0.707135,0.707668,0.694356,20.7471,0.703053
15000,0.707135,0.707135,0.694356,20.7471,0.702875333
15060,0.707668,0.707135,0.694356,20.7471,0.703053
15120,0.707135,0.707135,0.694356,20.7471,0.702875333
15180,0.707135,0.706603,0.694356,20.6665,0.702698
15240,0.707135,0.707135,0.694356,20.7471,0.702875333
15300,0.707668,0.706603,0.694356,20.7471,0.702875667
15360,0.707668,0.706603,0.694356,20.6665,0.702875667
15420,0.707668,0.70607,0.694356,20.6665,0.702698
15480,0.707668,0.705538,0.694356,20.7471,0.702520667
15540,0.7082,0.705538,0.694356,20.6665,0.702698
15600,0.7082,0.705538,0.694356,20.6665,0.702698
15660,0.7082,0.705538,0.694356,20.6665,0.702698
15720,0.707668,0.705538,0.694356,20.6665,0.702520667
15780,0.707668,0.705538,0.694356,20.6665,0.702520667
15840,0.707135,0.705538,0.693823,20.6665,0.702165333
15900,0.706603,0.705538,0.693823,20.6665,0.701988
15960,0.706603,0.70607,0.693823,20.6665,0.702165333
16020,0.70607,0.70607,0.693291,20.6665,0.701810333
16080,0.705538,0.70607,0.693823,20.6665,0.701810333
16140,0.705538,0.706603,0.693823,20.6665,0.701988
16200,0.704473,0.706603,0.693823,20.6665,0.701633
16260,0.704473,0.706603,0.693823,20.6665,0.701633
16320,0.70394,0.706603,0.694356,20.6665,0.701633
16380,0.70394,0.706603,0.693823,20.6665,0.701455333
16440,0.703408,0.707135,0.693823,20.6665,0.701455333
16500,0.702875,0.707135,0.693823,20.6665,0.701277667
16560,0.702875,0.707135,0.693823,20.6665,0.701277667
16620,0.702875,0.707135,0.693823,20.6665,0.701277667
16680,0.702875,0.707135,0.693291,20.6665,0.701100333
16740,0.702875,0.707135,0.692758,20.5859,0.700922667
16800,0.702343,0.706603,0.692758,20.6665,0.700568
16860,0.702343,0.707135,0.692226,20.6665,0.700568
16920,0.702343,0.706603,0.692226,20.6665,0.700390667
16980,0.702343,0.706603,0.692226,20.6665,0.700390667
17040,0.702343,0.706603,0.692226,20.5859,0.700390667
17100,0.702343,0.706603,0.692226,20.5859,0.700390667
17160,0.702343,0.706603,0.692226,20.6665,0.700390667
17220,0.702875,0.70607,0.692226,20.5859,0.700390333
17280,0.702875,0.70607,0.691693,20.6665,0.700212667
17340,0.703408,0.70607,0.691693,20.5859,0.700390333
17400,0.702875,0.705538,0.691161,20.6665,0.699858
17460,0.702875,0.705538,0.691161,20.5859,0.699858
17520,0.702875,0.705538,0.690628,20.6665,0.699680333
17580,0.702875,0.705538,0.690096,20.6665,0.699503
17640,0.703408,0.705538,0.689563,20.5859,0.699503
17700,0.70394,0.705005,0.689563,20.5859,0.699502667
17760,0.704473,0.705005,0.688498,20.6665,0.699325333
17820,0.705005,0.705005,0.687966,20.6665,0.699325333
17880,0.705538,0.704473,0.687433,20.6665,0.699148
17940,0.70607,0.704473,0.686901,20.5859,0.699148
18000,0.70607,0.70394,0.686368,20.5859,0.698792667
18060,0.706603,0.70394,0.685836,20.5859,0.698793
18120,0.706603,0.70394,0.685303,20.6665,0.698615333
18180,0.707135,0.703408,0.685303,20.5859,0.698615333
18240,0.706603,0.703408,0.684238,20.5859,0.698083
18300,0.706603,0.703408,0.683706,20.5859,0.697905667
18360,0.707135,0.702875,0.683173,20.5859,0.697727667
18420,0.707135,0.702875,0.682641,20.5859,0.697550333
18480,0.707668,0.702343,0.682108,20.5859,0.697373
18540,0.707668,0.702343,0.680511,20.5859,0.696840667
18600,0.707668,0.702343,0.679446,20.5859,0.696485667
18660,0.707668,0.702343,0.679446,20.5859,0.696485667
18720,0.707668,0.70181,0.678914,20.5859,0.696130667
18780,0.7082,0.70181,0.678381,20.5859,0.696130333
18840,0.7082,0.70181,0.677849,20.5859,0.695953
18900,0.7082,0.70181,0.677316,20.5859,0.695775333
18960,0.7082,0.70181,0.676784,20.5859,0.695598
19020,0.708733,0.70181,0.676251,20.5859,0.695598
19080,0.708733,0.70181,0.675719,20.5859,0.695420667
19140,0.7082,0.70181,0.675186,20.5859,0.695065333
19200,0.7082,0.70181,0.674654,20.5859,0.694888
19260,0.707668,0.70181,0.674654,20.5859,0.694710667
19320,0.707668,0.701278,0.674121,20.5859,0.694355667
19380,0.7082,0.701278,0.673589,20.5859,0.694355667
19440,0.7082,0.700745,0.673589,20.5054,0.694178
19500,0.707668,0.700745,0.673056,20.5859,0.693823
19560,0.707668,0.700213,0.673056,20.5859,0.693645667
19620,0.707668,0.700213,0.672524,20.5054,0.693468333
19680,0.707135,0.700213,0.671991,20.5859,0.693113
19740,0.707135,0.69968,0.671991,20.5859,0.692935333
19800,0.706603,0.699148,0.671459,20.5859,0.692403333
19860,0.706603,0.698615,0.670926,20.5859,0.692048
19920,0.70607,0.698083,0.670926,20.5054,0.691693
19980,0.70607,0.69755,0.670394,20.5054,0.691338
20040,0.70607,0.697018,0.669861,20.5054,0.690983
20100,0.705538,0.696485,0.669861,20.5054,0.690628
20160,0.705538,0.695953,0.669329,20.5054,0.690273333
20220,0.705538,0.69542,0.668796,20.5054,0.689918
20280,0.705005,0.694888,0.668796,20.5054,0.689563
20340,0.705005,0.694888,0.668796,20.5054,0.689563
20400,0.705005,0.694356,0.668264,20.5054,0.689208333
20460,0.704473,0.693823,0.667731,20.5054,0.688675667
20520,0.705005,0.693823,0.667731,20.5054,0.688853
20580,0.704473,0.692758,0.667731,20.5054,0.688320667
20640,0.704473,0.692758,0.667731,20.5054,0.688320667
20700,0.704473,0.692226,0.667731,20.5054,0.688143333
20760,0.704473,0.692226,0.667731,20.5054,0.688143333
20820,0.704473,0.691693,0.667199,20.5054,0.687788333
20880,0.704473,0.691161,0.667199,20.5054,0.687611
20940,0.70394,0.690628,0.667199,20.5054,0.687255667
21000,0.70394,0.690628,0.667199,20.5054,0.687255667
21060,0.703408,0.690096,0.666134,20.5054,0.686546
21120,0.703408,0.690096,0.666134,20.5054,0.686546
21180,0.703408,0.690096,0.665602,20.5054,0.686368667
21240,0.703408,0.689563,0.665602,20.5054,0.686191
21300,0.703408,0.689563,0.665602,20.5054,0.686191
21360,0.702875,0.689031,0.665069,20.5054,0.685658333
21420,0.702875,0.689031,0.664537,20.5054,0.685481
21480,0.702875,0.688498,0.664537,20.5054,0.685303333
21540,0.702875,0.688498,0.664004,20.5054,0.685125667
21600,0.702875,0.687966,0.663472,20.5054,0.684771
21660,0.702875,0.687966,0.662939,20.5054,0.684593333
21720,0.702875,0.687966,0.662407,20.5054,0.684416
21780,0.703408,0.687433,0.661874,20.4248,0.684238333
21840,0.703408,0.687433,0.661342,20.5054,0.684061
21900,0.703408,0.686901,0.660809,20.4248,0.683706
21960,0.703408,0.686901,0.659744,20.4248,0.683351
22020,0.702875,0.686901,0.659212,20.4248,0.682996
22080,0.702875,0.686368,0.658679,20.5054,0.682640667
22140,0.703408,0.686368,0.657614,20.4248,0.682463333
22200,0.702875,0.686368,0.657082,20.4248,0.682108333
22260,0.703408,0.685836,0.656017,20.4248,0.681753667
22320,0.703408,0.685836,0.655484,20.5054,0.681576
22380,0.702875,0.685836,0.654952,20.4248,0.681221
22440,0.702343,0.685836,0.654419,20.4248,0.680866
22500,0.70181,0.685836,0.653887,20.5054,0.680511
22560,0.701278,0.685303,0.652822,20.4248,0.679801
22620,0.700745,0.685303,0.652289,20.5054,0.679445667
22680,0.700213,0.685303,0.651225,20.4248,0.678913667
22740,0.69968,0.685303,0.650692,20.4248,0.678558333
22800,0.699148,0.684771,0.649627,20.4248,0.677848667
22860,0.699148,0.684771,0.649095,20.4248,0.677671333
22920,0.698615,0.684771,0.64803,20.4248,0.677138667
22980,0.698083,0.684771,0.64803,20.4248,0.676961333
23040,0.698083,0.684238,0.646965,20.4248,0.676428667
23100,0.69755,0.684238,0.6459,20.4248,0.675896
23160,0.697018,0.684238,0.645367,20.4248,0.675541
23220,0.696485,0.683706,0.644302,20.4248,0.674831
23280,0.696485,0.684238,0.64377,20.4248,0.674831
23340,0.695953,0.683706,0.642705,20.3442,0.674121333
23400,0.69542,0.683706,0.642172,20.4248,0.673766
23460,0.69542,0.683706,0.64164,20.3442,0.673588667
23520,0.694888,0.683706,0.641107,20.4248,0.673233667
23580,0.694888,0.683173,0.640042,20.4248,0.672701
23640,0.694356,0.683173,0.63951,20.4248,0.672346333
23700,0.694356,0.683173,0.638445,20.4248,0.671991333
23760,0.694356,0.683173,0.63738,20.3442,0.671636333
23820,0.693823,0.683173,0.636315,20.4248,0.671103667
23880,0.693823,0.683173,0.635783,20.4248,0.670926333
23940,0.693291,0.683173,0.634718,20.3442,0.670394
24000,0.693291,0.683173,0.633653,20.4248,0.670039
24060,0.693291,0.683173,0.63312,20.4248,0.669861333
24120,0.693291,0.682641,0.632055,20.4248,0.669329
24180,0.693291,0.682641,0.63099,20.3442,0.668974
24240,0.693291,0.682108,0.630458,20.3442,0.668619
24300,0.693291,0.682108,0.62886,20.4248,0.668086333
24360,0.693291,0.682108,0.628328,20.5054,0.667909
24420,0.693291,0.680511,0.627263,20.4248,0.667021667
24480,0.692226,0.679979,0.625665,20.4248,0.665956667
24540,0.691693,0.679446,0.6246,20.4248,0.665246333
24600,0.691161,0.679446,0.623535,20.4248,0.664714
24660,0.690628,0.678914,0.622471,20.4248,0.664004333
24720,0.690628,0.678914,0.620873,20.3442,0.663471667
24780,0.690096,0.678381,0.619276,20.4248,0.662584333
24840,0.689563,0.677849,0.617678,20.3442,0.661696667
24900,0.689563,0.677316,0.615548,20.3442,0.660809
24960,0.689031,0.677316,0.612886,20.3442,0.659744333
25020,0.688498,0.676784,0.609691,20.4248,0.658324333
25080,0.688498,0.676784,0.606496,20.3442,0.657259333
25140,0.687966,0.676251,0.602769,20.3442,0.655662
25200,0.687966,0.675719,0.596379,20.4248,0.653354667
25260,0.687433,0.675719,0.587327,20.3442,0.650159667
25320,0.686901,0.675186,0.57508,20.3442,0.645722333
25380,0.686368,0.675186,0.563898,20.4248,0.641817333
25440,0.686368,0.674654,0.555378,20.4248,0.6388
25500,0.685836,0.674121,0.548988,20.4248,0.636315
25560,0.685836,0.674121,0.543131,20.3442,0.634362667
25620,0.685303,0.673589,0.538871,20.4248,0.632587667
25680,0.685303,0.673589,0.535676,20.3442,0.631522667
25740,0.684771,0.673056,0.532481,20.3442,0.630102667
25800,0.684771,0.673056,0.529819,20.3442,0.629215333
25860,0.684238,0.672524,0.526091,20.3442,0.627617667
25920,0.684238,0.672524,0.518104,20.3442,0.624955333
25980,0.683706,0.671991,0.514377,20.3442,0.623358
26040,0.683706,0.671459,0.510649,20.3442,0.621938
26100,0.683173,0.671459,0.508519,20.3442,0.621050333
26160,0.683173,0.671459,0.506922,20.3442,0.620518
26220,0.682641,0.670926,0.503727,20.3442,0.619098
26280,0.682641,0.670926,0.501065,20.3442,0.618210667
26340,0.682641,0.670394,0.498402,20.3442,0.617145667
