***SENSOR SELECTION
CH 1-Voltage(±1V)
CH 2-Voltage(±1V)
CH 3-Voltage(±1V)
INTERNAL
*** Sampling Rate 
1 Data Per 1 Min
*** Duration to Monitor  
1 Day
Start: 19-DEC-2022  11:54AM
Time(s),V,V,V,°C
33600,-0.082002,0.824281,0.831736,20.5054
33660,-0.082002,0.824281,0.831736,20.5054
33720,-0.082002,0.824281,0.831203,20.4248
33780,-0.082534,0.824281,0.815229,20.4248
33840,-0.082534,0.824281,0.810969,20.4248
33900,-0.083067,0.824281,0.812034,20.4248
33960,-0.083067,0.824281,0.812566,20.5054
34020,-0.083599,0.824813,0.815761,20.4248
34080,-0.083599,0.824281,0.820554,20.5054
34140,-0.083599,0.824813,0.820021,20.4248
34200,-0.084132,0.824281,0.824813,20.4248
34260,-0.084132,0.824813,0.822151,20.4248
34320,-0.084132,0.824813,0.826411,20.5054
34380,-0.084664,0.824813,0.826943,20.5054
34440,-0.084664,0.824813,0.826943,20.4248
34500,-0.084664,0.824813,0.829073,20.4248
34560,-0.084664,0.824813,0.829606,20.4248
34620,-0.085197,0.824813,0.830138,20.4248
34680,-0.085197,0.824813,0.830671,20.4248
34740,-0.085197,0.824813,0.830138,20.4248
34800,-0.085729,0.824813,0.829606,20.4248
34860,-0.085729,0.824813,0.827476,20.3442
34920,-0.086262,0.824813,0.830671,20.4248
34980,-0.086262,0.824813,0.824281,20.4248
35040,-0.086262,0.824813,0.812566,20.4248
35100,-0.086262,0.824813,0.816294,20.4248
35160,-0.086794,0.824813,0.817359,20.4248
35220,-0.086794,0.824813,0.818424,20.4248
35280,-0.086794,0.824813,0.819489,20.4248
35340,-0.087327,0.824813,0.823216,20.4248
35400,-0.087327,0.824813,0.825346,20.4248
35460,-0.087327,0.824813,0.811501,20.4248
35520,-0.087859,0.824813,0.810436,20.4248
35580,-0.087859,0.825346,0.809904,20.4248
35640,-0.087859,0.824813,0.808839,20.3442
35700,-0.088392,0.824813,0.810436,20.4248
35760,-0.087859,0.825346,0.807242,20.4248
35820,-0.088392,0.825346,0.805644,20.4248
35880,-0.088924,0.824813,0.807242,20.4248
35940,-0.088924,0.824813,0.809904,20.3442
36000,-0.088924,0.825346,0.810969,20.4248
36060,-0.088924,0.825346,0.813099,20.4248
36120,-0.088924,0.825346,0.811501,20.4248
36180,-0.089457,0.825346,0.815229,20.3442
36240,-0.089457,0.825346,0.818424,20.4248
36300,-0.089457,0.825346,0.822151,20.3442
36360,-0.089989,0.825346,0.821086,20.4248
36420,-0.089989,0.825346,0.817891,20.4248
36480,-0.090522,0.825346,0.821619,20.4248
36540,-0.090522,0.825346,0.821619,20.3442
36600,-0.090522,0.825346,0.820554,20.4248
36660,-0.090522,0.825346,0.818424,20.3442
36720,-0.091054,0.825346,0.819489,20.4248
36780,-0.091054,0.825346,0.821086,20.4248
36840,-0.091054,0.825346,0.818956,20.4248
36900,-0.091587,0.825346,0.809904,20.3442
36960,-0.091587,0.825346,0.810436,20.3442
37020,-0.091587,0.825878,0.805644,20.4248
37080,-0.092119,0.825346,0.808839,20.3442
37140,-0.092119,0.825346,0.812566,20.4248
37200,-0.092119,0.825346,0.813631,20.4248
37260,-0.092119,0.825346,0.813099,20.4248
37320,-0.092652,0.825346,0.812566,20.4248
37380,-0.092652,0.825346,0.812034,20.4248
37440,-0.092652,0.825346,0.812566,20.3442
37500,-0.093184,0.825346,0.814164,20.3442
37560,-0.093184,0.825346,0.813099,20.3442
37620,-0.093184,0.825346,0.814164,20.3442
37680,-0.093717,0.825346,0.815229,20.3442
37740,-0.093717,0.825346,0.815761,20.3442
37800,-0.093717,0.825346,0.816294,20.3442
37860,-0.093717,0.825878,0.816294,20.3442
37920,-0.094249,0.825346,0.816294,20.3442
37980,-0.094249,0.825346,0.817359,20.3442
38040,-0.094249,0.825878,0.815761,20.3442
38100,-0.094249,0.825878,0.815761,20.3442
38160,-0.094781,0.825878,0.816294,20.4248
38220,-0.094781,0.825878,0.816294,20.3442
38280,-0.094781,0.825878,0.816826,20.3442
38340,-0.094781,0.825878,0.813099,20.3442
38400,-0.095314,0.825878,0.814164,20.4248
38460,-0.095314,0.825878,0.812566,20.3442
38520,-0.095314,0.825878,0.812034,20.3442
38580,-0.095314,0.825878,0.810969,20.3442
38640,-0.095846,0.825878,0.812034,20.3442
38700,-0.095846,0.825878,0.811501,20.3442
38760,-0.095846,0.825878,0.810969,20.3442
38820,-0.095846,0.825878,0.811501,20.3442
38880,-0.096379,0.825878,0.812034,20.3442
38940,-0.096379,0.825878,0.811501,20.3442
39000,-0.096379,0.825878,0.811501,20.3442
39060,-0.096379,0.825878,0.810969,20.3442
39120,-0.096911,0.825878,0.809904,20.3442
39180,-0.096911,0.825878,0.810969,20.3442
39240,-0.096911,0.825878,0.811501,20.3442
39300,-0.096911,0.825878,0.812034,20.3442
39360,-0.096911,0.825878,0.810969,20.3442
39420,-0.096911,0.825878,0.811501,20.3442
39480,-0.097444,0.825878,0.811501,20.3442
39540,-0.097444,0.825878,0.812034,20.3442
39600,-0.097444,0.825878,0.810436,20.3442
39660,-0.097444,0.825878,0.808839,20.3442
39720,-0.097444,0.825878,0.809904,20.3442
39780,-0.097976,0.825878,0.809904,20.3442
39840,-0.097976,0.825878,0.809372,20.3442
39900,-0.097976,0.825878,0.810436,20.3442
39960,-0.097976,0.825878,0.809904,20.3442
40020,-0.098509,0.825878,0.810436,20.3442
40080,-0.098509,0.825346,0.808307,20.3442
40140,-0.098509,0.825346,0.808839,20.3442
40200,-0.098509,0.825878,0.809372,20.2637
40260,-0.098509,0.825878,0.807774,20.2637
40320,-0.098509,0.825878,0.808307,20.3442
40380,-0.099041,0.825878,0.811501,20.3442
40440,-0.099041,0.825878,0.810436,20.3442
40500,-0.099041,0.825878,0.807242,20.2637
40560,-0.099041,0.825878,0.806709,20.2637
40620,-0.099041,0.825878,0.807774,20.2637
40680,-0.099041,0.825878,0.807774,20.2637
40740,-0.099574,0.825878,0.807774,20.2637
40800,-0.099574,0.825878,0.808307,20.2637
40860,-0.099574,0.825878,0.808307,20.2637
40920,-0.099574,0.825878,0.808307,20.2637
40980,-0.099574,0.825878,0.800319,20.2637
41040,-0.100106,0.825878,0.805644,20.2637
41100,-0.100106,0.825878,0.806709,20.3442
41160,-0.100106,0.825878,0.797657,20.2637
41220,-0.100106,0.825878,0.799787,20.3442
41280,-0.100106,0.825878,0.800852,20.2637
41340,-0.100106,0.825878,0.797124,20.3442
41400,-0.100106,0.825878,0.798189,20.2637
41460,-0.100639,0.825878,0.798722,20.3442
41520,-0.100639,0.825878,0.797657,20.2637
41580,-0.100639,0.825878,0.798189,20.3442
41640,-0.100639,0.825878,0.799254,20.2637
41700,-0.100639,0.825878,0.799254,20.3442
41760,-0.100639,0.825878,0.798189,20.2637
41820,-0.101171,0.825878,0.797657,20.3442
41880,-0.101171,0.825878,0.798189,20.2637
41940,-0.101171,0.825878,0.798722,20.2637
42000,-0.101171,0.825878,0.798722,20.2637
42060,-0.101171,0.825878,0.798722,20.2637
42120,-0.101704,0.825878,0.798722,20.2637
42180,-0.101704,0.825878,0.798722,20.2637
42240,-0.101171,0.825878,0.798189,20.2637
42300,-0.101704,0.825878,0.797657,20.2637
42360,-0.101704,0.825878,0.797657,20.2637
42420,-0.101704,0.825878,0.797657,20.2637
42480,-0.101704,0.825878,0.798189,20.2637
42540,-0.101704,0.825878,0.797124,20.2637
42600,-0.101704,0.825878,0.797124,20.2637
42660,-0.102236,0.825878,0.799787,20.2637
42720,-0.101704,0.825878,0.791800,20.1831
42780,-0.102236,0.825878,0.797124,20.2637
42840,-0.102236,0.825878,0.794995,20.2637
42900,-0.102236,0.825878,0.796059,20.2637
42960,-0.102236,0.825878,0.791267,20.2637
43020,-0.102236,0.825878,0.796592,20.2637
43080,-0.102236,0.825878,0.801917,20.2637
43140,-0.102236,0.825878,0.802982,20.2637
43200,-0.102769,0.825878,0.801917,20.2637
43260,-0.102769,0.825878,0.801917,20.1831
43320,-0.102769,0.825878,0.782215,20.1831
43380,-0.102769,0.825878,0.785410,20.2637
43440,-0.102769,0.825878,0.791800,20.2637
43500,-0.102769,0.825878,0.791267,20.2637
43560,-0.103301,0.825878,0.797124,20.2637
43620,-0.103301,0.825878,0.796059,20.1831
43680,-0.103301,0.825878,0.798189,20.1831
43740,-0.103301,0.825878,0.802449,20.2637
43800,-0.103301,0.825878,0.810436,20.2637
43860,-0.103301,0.825878,0.805644,20.2637
43920,-0.103301,0.825878,0.807242,20.1831
43980,-0.103301,0.825878,0.809372,20.2637
44040,-0.103301,0.825878,0.809372,20.2637
44100,-0.103834,0.825878,0.808839,20.2637
44160,-0.103834,0.825878,0.810969,20.1831
44220,-0.103834,0.825878,0.809904,20.2637
44280,-0.103834,0.825878,0.810969,20.2637
44340,-0.103834,0.825878,0.811501,20.2637
44400,-0.103834,0.825878,0.812034,20.2637
44460,-0.103834,0.825878,0.812566,20.2637
44520,-0.103834,0.825878,0.812566,20.1831
44580,-0.103834,0.825878,0.813099,20.1831
44640,-0.103834,0.825878,0.812034,20.2637
44700,-0.103834,0.825878,0.812566,20.1831
44760,-0.103834,0.825878,0.812034,20.1831
44820,-0.103834,0.825878,0.813099,20.1831
44880,-0.104366,0.825878,0.811501,20.1831
44940,-0.104366,0.825878,0.813099,20.1831
45000,-0.104366,0.825878,0.814696,20.1831
45060,-0.103834,0.825878,0.815229,20.1831
45120,-0.104366,0.825878,0.815761,20.1831
45180,-0.104366,0.825878,0.816294,20.1831
45240,-0.104366,0.825878,0.816294,20.1831
45300,-0.104366,0.825878,0.816294,20.1831
45360,-0.104366,0.825878,0.815761,20.2637
45420,-0.104366,0.825878,0.815229,20.1831
45480,-0.104366,0.825878,0.813631,20.1831
45540,-0.104366,0.825878,0.814164,20.1831
45600,-0.104366,0.825878,0.815761,20.2637
45660,-0.104899,0.825878,0.815229,20.1831
45720,-0.104366,0.825878,0.814696,20.1831
45780,-0.104366,0.825878,0.814696,20.1831
45840,-0.104366,0.825878,0.814696,20.1831
45900,-0.104366,0.825878,0.816294,20.1831
45960,-0.104366,0.825346,0.817359,20.1831
46020,-0.104366,0.825878,0.818956,20.1831
46080,-0.104366,0.825878,0.819489,20.1831
46140,-0.104366,0.825878,0.819489,20.1831
46200,-0.104899,0.825878,0.819489,20.1831
46260,-0.104899,0.825878,0.819489,20.1831
46320,-0.104899,0.825878,0.820021,20.1831
46380,-0.104899,0.825878,0.820021,20.1831
46440,-0.104366,0.825878,0.820021,20.1831
46500,-0.104899,0.825878,0.820021,20.1831
46560,-0.104899,0.825878,0.820021,20.1831
46620,-0.104899,0.825878,0.820021,20.1831
46680,-0.104899,0.825878,0.820021,20.1831
46740,-0.104899,0.825878,0.820021,20.1831
46800,-0.104899,0.825878,0.819489,20.1831
46860,-0.104899,0.825878,0.819489,20.1831
46920,-0.104899,0.825878,0.819489,20.1831
46980,-0.104899,0.825878,0.820021,20.1831
47040,-0.104899,0.825878,0.819489,20.1831
47100,-0.104899,0.825878,0.819489,20.1025
47160,-0.104899,0.825878,0.820021,20.1831
47220,-0.104899,0.825878,0.820021,20.1831
47280,-0.104899,0.825878,0.820021,20.1831
47340,-0.105431,0.825878,0.820021,20.1831
47400,-0.104899,0.825878,0.820021,20.1831
47460,-0.105431,0.825878,0.820021,20.1831
47520,-0.104899,0.825878,0.819489,20.1025
47580,-0.105431,0.825878,0.820021,20.1025
47640,-0.105431,0.825878,0.820021,20.1831
47700,-0.105431,0.825878,0.820021,20.1831
47760,-0.105431,0.825878,0.820021,20.1831
47820,-0.105431,0.825878,0.820021,20.1831
47880,-0.105431,0.825878,0.819489,20.1831
47940,-0.105431,0.825878,0.820021,20.1831
48000,-0.105431,0.825878,0.820021,20.1831
48060,-0.105431,0.825878,0.820554,20.1025
48120,-0.105431,0.825878,0.820554,20.1831
48180,-0.105431,0.825878,0.820021,20.1831
48240,-0.105431,0.825878,0.820554,20.1831
48300,-0.105431,0.825878,0.820021,20.1831
48360,-0.105431,0.825878,0.820021,20.1831
48420,-0.105431,0.825878,0.820021,20.1831
48480,-0.105964,0.825878,0.820021,20.1025
48540,-0.105964,0.825878,0.820021,20.1831
48600,-0.105964,0.825878,0.820021,20.1025
48660,-0.105964,0.826411,0.819489,20.1831
48720,-0.105964,0.825878,0.818956,20.1025
48780,-0.105964,0.825878,0.817891,20.1025
48840,-0.105964,0.825878,0.818424,20.1025
48900,-0.105964,0.825878,0.816294,20.1025
48960,-0.105964,0.825878,0.817891,20.1025
49020,-0.105964,0.825878,0.818956,20.1025
49080,-0.105964,0.825878,0.819489,20.1025
49140,-0.105964,0.825878,0.819489,20.1831
49200,-0.105964,0.825878,0.820021,20.1025
49260,-0.105964,0.825878,0.820021,20.1025
49320,-0.105964,0.825878,0.820021,20.1025
49380,-0.105964,0.825878,0.821086,20.1025
49440,-0.105964,0.825878,0.821086,20.1025
49500,-0.105964,0.825878,0.820554,20.1025
49560,-0.105964,0.825878,0.821086,20.1831
49620,-0.105964,0.825878,0.820554,20.1025
49680,-0.106496,0.825878,0.820021,20.1025
49740,-0.106496,0.825878,0.820021,20.1025
49800,-0.106496,0.825878,0.820021,20.1831
49860,-0.106496,0.825878,0.819489,20.1831
49920,-0.106496,0.825878,0.820021,20.1025
49980,-0.106496,0.825878,0.820021,20.1025
50040,-0.106496,0.825878,0.820021,20.1025
50100,-0.106496,0.825878,0.820021,20.1025
50160,-0.106496,0.825878,0.820021,20.1025
50220,-0.106496,0.825878,0.820021,20.1025
50280,-0.106496,0.825878,0.820021,20.1025
50340,-0.106496,0.825878,0.820021,20.1831
50400,-0.106496,0.825878,0.820021,20.1025
50460,-0.106496,0.825878,0.820021,20.1025
50520,-0.106496,0.825878,0.820021,20.1025
50580,-0.106496,0.825878,0.820021,20.1025
50640,-0.106496,0.825878,0.820021,20.1025
50700,-0.107029,0.825878,0.820021,20.1025
50760,-0.107029,0.825878,0.820021,20.1025
50820,-0.107029,0.825878,0.820021,20.1025
50880,-0.107029,0.825878,0.820021,20.1025
50940,-0.107029,0.826411,0.820021,20.1025
51000,-0.107029,0.825878,0.819489,20.1025
51060,-0.107029,0.825878,0.820021,20.1025
51120,-0.107029,0.825878,0.819489,20.1025
51180,-0.107029,0.826411,0.819489,20.1831
51240,-0.107029,0.826411,0.819489,20.1025
51300,-0.107029,0.825878,0.814696,20.1025
51360,-0.107029,0.825878,0.819489,20.1025
51420,-0.107029,0.825878,0.819489,20.1025
51480,-0.107029,0.825878,0.819489,20.1831
51540,-0.107029,0.825878,0.819489,20.1025
51600,-0.107029,0.825878,0.819489,20.1025
51660,-0.107029,0.825878,0.820021,20.1025
51720,-0.107561,0.825878,0.819489,20.1025
51780,-0.107561,0.825878,0.820021,20.1025
51840,-0.107561,0.825878,0.820021,20.1025
51900,-0.107029,0.825878,0.820021,20.1025
51960,-0.107561,0.825878,0.820021,20.1831
52020,-0.107561,0.825878,0.820021,20.1025
52080,-0.107561,0.825878,0.820021,20.1025
52140,-0.107561,0.825878,0.820021,20.1025
52200,-0.107561,0.825878,0.820021,20.1025
52260,-0.107561,0.825878,0.820021,20.1025
52320,-0.107561,0.825878,0.820021,20.1025
52380,-0.107029,0.825878,0.820021,20.1025
52440,-0.107561,0.825878,0.820554,20.1025
52500,-0.107561,0.825878,0.820021,20.1025
52560,-0.107561,0.825878,0.820021,20.1025
52620,-0.107561,0.825878,0.820021,20.1025
52680,-0.107561,0.825878,0.820021,20.1025
52740,-0.107561,0.825878,0.820554,20.1025
52800,-0.107561,0.825878,0.820021,20.1025
52860,-0.107561,0.825878,0.820021,20.0220
52920,-0.107561,0.825878,0.820554,20.1025
52980,-0.107561,0.826411,0.820021,20.1025
53040,-0.107561,0.825878,0.820021,20.1025
53100,-0.107029,0.826411,0.820021,20.1025
53160,-0.107561,0.825878,0.820554,20.1025
53220,-0.107561,0.826411,0.820021,20.1025
53280,-0.107561,0.825878,0.820021,20.0220
53340,-0.107561,0.825878,0.820554,20.1025
53400,-0.107561,0.825878,0.820554,20.0220
53460,-0.107561,0.825878,0.820554,20.0220
53520,-0.107561,0.826411,0.820554,20.1025
53580,-0.107561,0.825878,0.820554,20.1025
53640,-0.107561,0.825878,0.820554,20.1025
53700,-0.107561,0.825878,0.820554,20.0220
53760,-0.107561,0.825878,0.820554,20.1025
53820,-0.107561,0.825878,0.820021,20.0220
53880,-0.107561,0.825878,0.820554,20.0220
53940,-0.107561,0.825878,0.820021,20.1025
54000,-0.107561,0.825878,0.820021,20.0220
54060,-0.107561,0.825878,0.820021,20.1025
54120,-0.107561,0.825878,0.820021,20.0220
54180,-0.107561,0.825878,0.820021,20.1025
54240,-0.107561,0.825878,0.820021,20.1025
54300,-0.107561,0.825878,0.820021,20.0220
54360,-0.107561,0.825878,0.820554,20.0220
54420,-0.107561,0.825878,0.821086,20.1025
54480,-0.107561,0.825878,0.820021,20.1025
54540,-0.107561,0.825878,0.820554,20.0220
54600,-0.107561,0.825878,0.820554,20.1025
54660,-0.107561,0.825878,0.820554,20.1025
54720,-0.107561,0.825878,0.821086,20.0220
54780,-0.108094,0.825878,0.821086,20.0220
54840,-0.108094,0.825878,0.821086,20.0220
54900,-0.108094,0.825878,0.821086,20.1025
54960,-0.108094,0.825878,0.821086,20.0220
55020,-0.108094,0.825878,0.821086,20.0220
55080,-0.108094,0.825878,0.821086,20.0220
55140,-0.108094,0.825878,0.821619,20.1025
55200,-0.108626,0.825878,0.821086,20.0220
55260,-0.108626,0.825878,0.821619,20.1025
55320,-0.108626,0.825878,0.821619,20.1025
55380,-0.108626,0.825878,0.821086,20.1025
55440,-0.108626,0.825878,0.821619,20.1025
55500,-0.108626,0.825878,0.821619,20.1025
55560,-0.108626,0.825878,0.821619,20.1025
55620,-0.108626,0.825878,0.821619,20.1025
55680,-0.108626,0.825878,0.821619,20.1025
55740,-0.108626,0.825878,0.821619,20.1025
55800,-0.108626,0.825878,0.821619,20.1025
55860,-0.108626,0.825878,0.822151,20.1025
55920,-0.108626,0.825878,0.821619,20.0220
55980,-0.108626,0.825878,0.822151,20.0220
56040,-0.108626,0.825878,0.822151,20.1025
56100,-0.108626,0.825878,0.822151,20.0220
56160,-0.108626,0.825878,0.822151,20.0220
56220,-0.108626,0.825878,0.822151,20.0220
56280,-0.108626,0.825878,0.822151,20.0220
56340,-0.108626,0.825878,0.822151,20.0220
56400,-0.108626,0.825878,0.822151,20.0220
56460,-0.108626,0.825878,0.822151,20.0220
56520,-0.108626,0.825878,0.822151,20.0220
56580,-0.108626,0.825878,0.822151,20.1025
56640,-0.109158,0.825878,0.822151,20.0220
56700,-0.108626,0.825878,0.822151,20.0220
56760,-0.108626,0.825878,0.822151,20.0220
56820,-0.108626,0.825878,0.822151,20.0220
56880,-0.108626,0.825346,0.822151,20.1025
56940,-0.109158,0.825346,0.822151,20.1025
57000,-0.108626,0.825878,0.822151,20.0220
57060,-0.109158,0.825878,0.822151,20.0220
57120,-0.109158,0.825346,0.821086,20.0220
57180,-0.109158,0.825878,0.822151,20.0220
57240,-0.109158,0.825878,0.822684,20.1025
57300,-0.109158,0.825346,0.822151,20.0220
57360,-0.109158,0.825346,0.822684,20.0220
57420,-0.109158,0.825346,0.822684,20.0220
57480,-0.109158,0.825346,0.822684,20.0220
57540,-0.108626,0.825878,0.822684,20.0220
57600,-0.108626,0.825346,0.822684,20.0220
57660,-0.108626,0.825346,0.822684,20.0220
57720,-0.108626,0.825878,0.822684,20.0220
57780,-0.108626,0.825346,0.822684,20.0220
57840,-0.108626,0.825346,0.822684,20.0220
57900,-0.108626,0.825346,0.822684,20.0220
57960,-0.108626,0.825346,0.822684,20.0220
58020,-0.108626,0.825346,0.822684,20.0220
58080,-0.108626,0.825346,0.822684,20.0220
58140,-0.108626,0.825346,0.823216,20.0220
58200,-0.108626,0.825346,0.822684,20.0220
58260,-0.108626,0.825346,0.823216,20.0220
58320,-0.108626,0.825346,0.822684,20.0220
58380,-0.108626,0.825346,0.823216,20.0220
58440,-0.108626,0.825346,0.823216,20.0220
58500,-0.108626,0.825346,0.823216,20.0220
58560,-0.108626,0.825346,0.822684,20.1025
58620,-0.108626,0.825346,0.823216,20.0220
58680,-0.108626,0.825346,0.823216,20.0220
58740,-0.108626,0.825346,0.823216,19.9414
58800,-0.108626,0.825346,0.823216,20.0220
58860,-0.108626,0.825346,0.823216,20.0220
58920,-0.108626,0.825346,0.823216,20.0220
58980,-0.108094,0.825346,0.823216,20.0220
59040,-0.108626,0.825346,0.823216,19.9414
59100,-0.108094,0.825346,0.823216,20.0220
59160,-0.108094,0.825346,0.823749,19.9414
59220,-0.108094,0.825346,0.823216,19.9414
59280,-0.108094,0.825346,0.823216,19.9414
59340,-0.108094,0.825346,0.823749,19.9414
59400,-0.108094,0.825346,0.823216,19.9414
59460,-0.108094,0.825346,0.823216,20.0220
59520,-0.108094,0.825346,0.823216,20.0220
59580,-0.108094,0.825346,0.823749,20.0220
59640,-0.108094,0.825346,0.823749,20.0220
59700,-0.108094,0.825346,0.823749,20.0220
59760,-0.108094,0.825346,0.823216,19.9414
59820,-0.108094,0.824813,0.823749,19.9414
59880,-0.107561,0.824813,0.823216,20.0220
59940,-0.107561,0.824813,0.822151,19.9414
60000,-0.107561,0.825346,0.821619,19.9414
60060,-0.107561,0.824813,0.820554,19.9414
60120,-0.107561,0.824813,0.821086,19.9414
60180,-0.107561,0.824813,0.822151,19.9414
60240,-0.107561,0.824813,0.821619,20.0220
60300,-0.107561,0.824813,0.821619,19.9414
60360,-0.107561,0.824813,0.822151,19.9414
60420,-0.107561,0.824813,0.822151,20.0220
60480,-0.107561,0.824813,0.822684,19.9414
60540,-0.107561,0.825346,0.822684,19.9414
60600,-0.107561,0.824813,0.822684,20.0220
60660,-0.107561,0.825346,0.822684,19.9414
60720,-0.107561,0.824813,0.822684,19.9414
60780,-0.107561,0.824813,0.822684,19.9414
60840,-0.107561,0.824813,0.822684,19.9414
60900,-0.107561,0.824813,0.822151,19.9414
60960,-0.107561,0.824813,0.822684,19.9414
61020,-0.107561,0.824813,0.822684,19.9414
61080,-0.107561,0.824813,0.822684,19.9414
61140,-0.107029,0.824813,0.822684,20.0220
61200,-0.107029,0.824813,0.822151,19.9414
61260,-0.107029,0.824813,0.821086,19.9414
61320,-0.107029,0.824813,0.821086,19.9414
61380,-0.107029,0.824813,0.822151,19.9414
61440,-0.107561,0.824813,0.822684,19.9414
61500,-0.107561,0.824813,0.822151,19.9414
61560,-0.107029,0.824813,0.822684,19.9414
61620,-0.107029,0.824813,0.823749,19.9414
61680,-0.107561,0.824813,0.823216,19.9414
61740,-0.107029,0.824813,0.823216,19.9414
61800,-0.107029,0.824813,0.822684,19.9414
61860,-0.107029,0.824813,0.823216,19.9414
61920,-0.107029,0.824813,0.823216,19.9414
61980,-0.107029,0.824813,0.822684,19.9414
62040,-0.107029,0.824813,0.823216,19.9414
62100,-0.107029,0.824813,0.823216,19.9414
62160,-0.107029,0.824813,0.823216,19.9414
62220,-0.107029,0.824813,0.823216,19.9414
62280,-0.107029,0.824813,0.823216,19.9414
62340,-0.107029,0.824813,0.822684,19.9414
62400,-0.107029,0.824813,0.823216,19.9414
62460,-0.107029,0.824813,0.823216,19.9414
62520,-0.106496,0.824813,0.822684,19.9414
62580,-0.106496,0.824813,0.823216,19.9414
62640,-0.106496,0.824813,0.823216,19.8608
62700,-0.106496,0.824813,0.823216,19.9414
62760,-0.106496,0.824813,0.823216,19.9414
62820,-0.106496,0.824813,0.822684,19.9414
62880,-0.106496,0.824813,0.822684,19.9414
62940,-0.106496,0.824813,0.822684,19.9414
63000,-0.106496,0.824813,0.823216,19.9414
63060,-0.106496,0.824813,0.822684,19.9414
63120,-0.105964,0.824813,0.822684,19.8608
63180,-0.105964,0.824813,0.823216,19.9414
63240,-0.105964,0.824813,0.822684,19.8608
63300,-0.105964,0.824813,0.822684,19.9414
63360,-0.105964,0.824813,0.823216,19.9414
63420,-0.105964,0.824813,0.822684,20.3442
63480,-0.105964,0.824281,0.822684,20.3442
63540,-0.105964,0.824281,0.823216,20.2637
63600,-0.105431,0.824813,0.823216,20.1831
63660,-0.105964,0.824813,0.823216,20.1831
63720,-0.105964,0.824281,0.823216,20.1025
63780,-0.105431,0.824813,0.823216,20.1025
63840,-0.105964,0.824813,0.823216,20.1025
63900,-0.105431,0.824813,0.823216,20.1025
63960,-0.105431,0.824281,0.823216,20.0220
64020,-0.105964,0.824281,0.823216,20.1025
64080,-0.105431,0.824813,0.823216,20.0220
64140,-0.105431,0.824813,0.823216,20.0220
64200,-0.105431,0.824813,0.823216,20.0220
64260,-0.105431,0.824281,0.823216,20.0220
64320,-0.105431,0.824281,0.823216,20.0220
64380,-0.105431,0.824281,0.823216,20.0220
64440,-0.105431,0.824281,0.823216,20.0220
64500,-0.105431,0.824281,0.823216,20.0220
64560,-0.105431,0.824281,0.823216,19.9414
64620,-0.105431,0.824813,0.823216,20.0220
64680,-0.105431,0.824281,0.823216,19.9414
64740,-0.105431,0.824281,0.823216,19.9414
64800,-0.105431,0.824281,0.823216,19.9414
64860,-0.105431,0.824281,0.823216,19.9414
64920,-0.105431,0.824281,0.823216,19.9414
64980,-0.105431,0.824813,0.823216,19.9414
65040,-0.105431,0.824813,0.823216,19.9414
65100,-0.105431,0.824281,0.823216,19.9414
65160,-0.105431,0.824813,0.823216,19.9414
65220,-0.105431,0.824813,0.823216,19.9414
65280,-0.105431,0.824281,0.823216,19.9414
65340,-0.105431,0.824281,0.823216,19.9414
65400,-0.105431,0.824281,0.823216,19.9414
65460,-0.105431,0.824281,0.823216,19.9414
65520,-0.105431,0.824281,0.822684,19.9414
65580,-0.105431,0.824281,0.823216,19.9414
65640,-0.105431,0.824281,0.823216,19.9414
65700,-0.105964,0.824281,0.823216,19.9414
65760,-0.105431,0.824281,0.823216,19.9414
65820,-0.105431,0.824281,0.823216,19.9414
65880,-0.105431,0.824281,0.822684,19.9414
65940,-0.105431,0.824281,0.823216,19.9414
66000,-0.105964,0.824281,0.822684,19.9414
66060,-0.105964,0.824281,0.823216,19.9414
66120,-0.105964,0.824281,0.822684,19.9414
66180,-0.105964,0.824281,0.822684,19.9414
66240,-0.105964,0.824281,0.822684,19.9414
66300,-0.105964,0.824281,0.822684,19.9414
66360,-0.105964,0.824281,0.822684,19.9414
66420,-0.105964,0.824281,0.822684,19.9414
66480,-0.105964,0.824281,0.822684,19.9414
66540,-0.105964,0.824281,0.822684,19.9414
66600,-0.105964,0.824281,0.822684,19.9414
66660,-0.105964,0.824281,0.822684,19.9414
66720,-0.105964,0.824281,0.822684,19.9414
66780,-0.105964,0.824281,0.821619,19.9414
66840,-0.105964,0.824281,0.822151,19.9414
66900,-0.106496,0.824281,0.822684,19.9414
66960,-0.105964,0.824281,0.822684,19.9414
67020,-0.106496,0.824281,0.822684,19.9414
67080,-0.106496,0.824281,0.822684,19.9414
67140,-0.105964,0.824281,0.822684,19.9414
67200,-0.106496,0.824281,0.822684,19.9414
67260,-0.106496,0.824281,0.822151,19.9414
67320,-0.106496,0.824281,0.822151,19.9414
67380,-0.106496,0.824281,0.822151,19.8608
67440,-0.106496,0.824281,0.822151,19.9414
67500,-0.106496,0.824281,0.822151,19.9414
67560,-0.106496,0.824281,0.822151,19.9414
67620,-0.106496,0.824281,0.822151,19.9414
67680,-0.106496,0.824281,0.822151,19.9414
67740,-0.106496,0.824281,0.822151,19.9414
67800,-0.106496,0.824281,0.822151,19.9414
67860,-0.106496,0.824281,0.822151,19.9414
67920,-0.106496,0.824281,0.822151,19.9414
67980,-0.107029,0.824281,0.822151,19.9414
68040,-0.107029,0.824281,0.822151,19.9414
68100,-0.107029,0.824281,0.822684,19.9414
68160,-0.107029,0.824281,0.822151,19.9414
