***SENSOR SELECTION
CH 1-Voltage(±1V)
CH 2-Voltage(±1V)
CH 3-Voltage(±1V)
*** Sampling Rate 
1 Data Per 1 Min
*** Duration to Monitor  
1 Day
Start: 12-DEC-2022  02:52PM
Time(s),V,V,V
44580,0.019169,0.653887,0.671991
44640,0.019169,0.653887,0.671991
44700,0.019169,0.653354,0.671991
44760,0.019169,0.653354,0.671991
44820,0.019702,0.653354,0.671991
44880,0.019169,0.653354,0.671991
44940,0.019169,0.653354,0.671991
45000,0.019169,0.653354,0.671991
45060,0.019169,0.653354,0.671459
45120,0.019169,0.653354,0.671459
45180,0.019169,0.653354,0.671459
45240,0.019169,0.652822,0.671459
45300,0.019169,0.652822,0.671459
45360,0.019169,0.652822,0.671459
45420,0.019169,0.652822,0.671459
45480,0.019169,0.652822,0.670926
45540,0.019169,0.652289,0.670926
45600,0.019169,0.652289,0.670926
45660,0.019169,0.652289,0.670926
45720,0.019169,0.652289,0.670926
45780,0.019169,0.652289,0.670926
45840,0.019169,0.652289,0.670926
45900,0.019169,0.652289,0.670394
45960,0.019169,0.652289,0.670394
46020,0.019169,0.652289,0.670394
46080,0.019169,0.651757,0.670394
46140,0.019169,0.651757,0.670394
46200,0.019169,0.651757,0.670394
46260,0.019169,0.651757,0.670394
46320,0.019169,0.651757,0.670394
46380,0.019169,0.651757,0.669861
46440,0.019169,0.651757,0.669861
46500,0.019169,0.651757,0.669861
46560,0.019169,0.651225,0.669861
46620,0.019169,0.651225,0.669861
46680,0.019169,0.651225,0.669861
46740,0.019169,0.651225,0.669861
46800,0.019169,0.651225,0.669861
46860,0.019169,0.651225,0.669329
46920,0.019169,0.651225,0.669329
46980,0.019169,0.650692,0.669329
47040,0.019169,0.650692,0.669329
47100,0.019169,0.650692,0.669329
47160,0.019169,0.650692,0.669329
47220,0.019169,0.650692,0.669329
47280,0.019169,0.650692,0.668796
47340,0.019169,0.650692,0.668796
47400,0.019169,0.650160,0.668796
47460,0.019169,0.650160,0.668796
47520,0.019169,0.650160,0.668796
47580,0.019169,0.650160,0.668796
47640,0.019169,0.650160,0.668796
47700,0.019169,0.650160,0.668796
47760,0.019169,0.650160,0.668264
47820,0.019169,0.650160,0.668264
47880,0.019169,0.649627,0.668264
47940,0.019169,0.649627,0.668264
48000,0.019169,0.649627,0.668264
48060,0.019169,0.649627,0.668264
48120,0.018637,0.649627,0.668264
48180,0.019169,0.649627,0.668264
48240,0.019169,0.649627,0.668264
48300,0.019169,0.649095,0.667731
48360,0.019169,0.649095,0.667731
48420,0.019169,0.649095,0.667731
48480,0.018637,0.649095,0.667731
48540,0.019169,0.649095,0.667731
48600,0.019169,0.649095,0.667731
48660,0.019169,0.649095,0.667731
48720,0.018637,0.649095,0.667731
48780,0.019169,0.649095,0.667731
48840,0.018637,0.648562,0.667199
48900,0.019169,0.648562,0.667199
48960,0.019169,0.648562,0.667199
49020,0.019169,0.648562,0.667199
49080,0.018637,0.648562,0.667199
49140,0.018637,0.648562,0.667199
49200,0.018637,0.648562,0.667199
49260,0.018637,0.648562,0.667199
49320,0.018637,0.648562,0.666666
49380,0.018637,0.648562,0.666666
49440,0.018637,0.648030,0.666666
49500,0.018637,0.648030,0.666666
49560,0.018637,0.648030,0.666666
49620,0.018637,0.648030,0.666666
49680,0.018637,0.648030,0.666666
49740,0.018637,0.648030,0.666666
49800,0.018637,0.648030,0.666134
49860,0.018637,0.648030,0.666134
49920,0.018637,0.648030,0.666134
49980,0.018637,0.648030,0.666134
50040,0.018637,0.647497,0.666134
50100,0.018637,0.647497,0.666134
50160,0.018637,0.647497,0.666134
50220,0.018637,0.647497,0.666134
50280,0.018637,0.647497,0.665602
50340,0.018637,0.647497,0.665602
50400,0.018637,0.647497,0.665602
50460,0.018637,0.647497,0.665602
50520,0.018637,0.647497,0.665602
50580,0.018637,0.646965,0.665602
50640,0.018637,0.646965,0.665069
50700,0.018637,0.646965,0.665069
50760,0.018637,0.646965,0.665069
50820,0.018637,0.646965,0.665069
50880,0.018637,0.646965,0.665069
50940,0.018637,0.646965,0.665069
51000,0.018637,0.646965,0.665069
51060,0.018637,0.646965,0.665069
51120,0.018637,0.646965,0.665069
51180,0.018637,0.646965,0.665069
51240,0.018637,0.646432,0.664537
51300,0.018637,0.646432,0.664537
51360,0.018637,0.646432,0.664537
51420,0.018637,0.646432,0.664537
51480,0.018637,0.646432,0.664537
51540,0.018637,0.646432,0.664537
51600,0.018637,0.646432,0.664537
51660,0.018637,0.646432,0.664537
51720,0.018637,0.645900,0.664537
51780,0.018637,0.645900,0.664004
51840,0.018637,0.645900,0.664004
51900,0.018637,0.645900,0.664004
51960,0.018637,0.645900,0.664004
52020,0.018637,0.645900,0.664004
52080,0.018637,0.645900,0.664004
52140,0.018637,0.645367,0.664004
52200,0.018637,0.645367,0.664004
52260,0.018637,0.645367,0.663472
52320,0.018637,0.645367,0.663472
52380,0.018637,0.645367,0.663472
52440,0.018637,0.645367,0.663472
52500,0.018104,0.645367,0.663472
52560,0.018637,0.645367,0.663472
52620,0.018637,0.645367,0.663472
52680,0.018637,0.644835,0.662939
52740,0.018637,0.644835,0.662939
52800,0.018637,0.644835,0.662939
52860,0.018637,0.644835,0.662939
52920,0.018637,0.644835,0.662939
52980,0.018637,0.644835,0.662939
53040,0.018637,0.644835,0.662939
53100,0.018637,0.644302,0.662939
53160,0.018637,0.644302,0.662939
53220,0.018637,0.644302,0.662407
53280,0.018637,0.644302,0.662407
53340,0.018637,0.644302,0.662407
53400,0.018637,0.644302,0.662407
53460,0.018637,0.644302,0.662407
53520,0.018637,0.644302,0.662407
53580,0.018637,0.644302,0.662407
53640,0.018637,0.644302,0.662407
53700,0.018637,0.643770,0.662407
53760,0.018637,0.643770,0.662407
53820,0.018637,0.643770,0.661874
53880,0.018637,0.643770,0.661874
53940,0.018637,0.643770,0.661874
54000,0.018637,0.643770,0.661874
54060,0.018637,0.643770,0.661874
54120,0.018637,0.643770,0.661874
54180,0.018637,0.643770,0.661342
54240,0.019169,0.643237,0.661342
54300,0.018637,0.643237,0.661342
54360,0.018637,0.643237,0.661342
54420,0.019169,0.643237,0.661342
54480,0.019169,0.643237,0.661342
54540,0.018637,0.643237,0.660809
54600,0.018637,0.643237,0.660809
54660,0.018637,0.643237,0.660809
54720,0.018637,0.643237,0.660809
54780,0.018637,0.643237,0.660809
54840,0.019169,0.642705,0.660809
54900,0.019169,0.642705,0.660809
54960,0.019169,0.642705,0.660809
55020,0.019169,0.642705,0.660809
55080,0.019169,0.642705,0.660277
55140,0.019169,0.642705,0.660277
55200,0.019169,0.642705,0.660277
55260,0.019169,0.642705,0.660277
55320,0.019169,0.642705,0.660277
55380,0.019169,0.642705,0.660277
55440,0.019169,0.642172,0.660277
55500,0.019169,0.642172,0.660277
55560,0.019169,0.642172,0.660277
55620,0.019169,0.642172,0.660277
55680,0.018637,0.642172,0.659744
55740,0.019169,0.642172,0.659744
55800,0.019169,0.642172,0.659744
55860,0.019169,0.642172,0.659744
55920,0.019169,0.642172,0.659744
55980,0.019169,0.642172,0.659744
56040,0.019169,0.641640,0.659744
56100,0.019169,0.641640,0.659744
56160,0.019169,0.641640,0.659212
56220,0.019169,0.641640,0.659212
56280,0.019169,0.641640,0.659212
56340,0.019169,0.641640,0.659212
56400,0.019169,0.641640,0.659212
56460,0.019169,0.641640,0.659212
56520,0.019169,0.641640,0.659212
56580,0.019169,0.641107,0.659212
56640,0.019169,0.641107,0.659212
56700,0.019169,0.641107,0.658679
56760,0.019169,0.641107,0.658679
56820,0.019169,0.641107,0.658679
56880,0.019169,0.641107,0.658679
56940,0.019169,0.641107,0.658679
57000,0.019169,0.641107,0.658679
57060,0.019169,0.640575,0.658679
57120,0.019169,0.641107,0.658679
57180,0.019169,0.640575,0.658147
57240,0.019169,0.640575,0.658147
57300,0.019169,0.640575,0.658147
57360,0.019169,0.640575,0.658147
57420,0.019169,0.640575,0.658147
57480,0.019169,0.640575,0.658147
57540,0.019169,0.640575,0.658147
57600,0.019169,0.640575,0.658147
57660,0.019169,0.640042,0.658147
57720,0.019169,0.640042,0.657614
57780,0.019169,0.640042,0.657614
57840,0.019169,0.640042,0.657614
57900,0.019169,0.640042,0.657614
57960,0.019169,0.640042,0.657614
58020,0.019169,0.640042,0.657614
58080,0.019169,0.640042,0.657614
58140,0.019169,0.640042,0.657614
58200,0.019169,0.640042,0.657614
58260,0.019169,0.639510,0.657082
58320,0.019169,0.639510,0.657082
58380,0.019169,0.639510,0.657082
58440,0.019169,0.639510,0.657082
58500,0.019169,0.639510,0.657082
58560,0.019169,0.639510,0.657082
58620,0.019169,0.639510,0.657082
58680,0.019169,0.639510,0.657082
58740,0.019169,0.639510,0.657082
58800,0.019169,0.639510,0.656549
58860,0.019169,0.639510,0.656549
58920,0.019169,0.639510,0.656549
58980,0.019169,0.638977,0.656549
59040,0.019169,0.638977,0.656549
59100,0.019169,0.638977,0.656549
59160,0.019169,0.638977,0.656549
59220,0.019169,0.638977,0.656017
59280,0.019169,0.638977,0.656017
59340,0.019169,0.638977,0.656017
59400,0.019169,0.638977,0.656017
59460,0.019169,0.638977,0.656017
59520,0.019169,0.638977,0.656017
59580,0.019169,0.638445,0.656017
59640,0.019169,0.638445,0.656017
59700,0.018637,0.638445,0.656017
59760,0.019169,0.638445,0.655484
59820,0.018637,0.638445,0.655484
59880,0.019169,0.638445,0.655484
59940,0.019169,0.638445,0.655484
60000,0.018637,0.638445,0.655484
60060,0.019169,0.638445,0.655484
60120,0.019169,0.637912,0.655484
60180,0.019169,0.638445,0.655484
60240,0.019169,0.637912,0.655484
60300,0.019169,0.637912,0.655484
60360,0.019169,0.637912,0.655484
60420,0.019169,0.637912,0.654952
60480,0.019169,0.637912,0.654952
60540,0.019169,0.637912,0.654952
60600,0.019169,0.637912,0.654952
60660,0.019169,0.637912,0.654952
60720,0.019169,0.637912,0.654952
60780,0.019169,0.637912,0.654952
60840,0.018637,0.637380,0.654952
60900,0.018637,0.637380,0.654419
60960,0.019169,0.637380,0.654419
61020,0.019169,0.637380,0.654419
61080,0.019169,0.637380,0.654419
61140,0.019169,0.637380,0.654419
61200,0.019169,0.637380,0.654419
61260,0.019169,0.637380,0.654419
61320,0.019169,0.637380,0.653887
61380,0.018637,0.637380,0.653887
61440,0.019169,0.636848,0.653887
61500,0.019169,0.636848,0.653887
61560,0.019169,0.636848,0.653887
61620,0.019169,0.636848,0.653887
61680,0.019169,0.636848,0.653887
61740,0.018637,0.636848,0.653887
61800,0.019169,0.636848,0.653887
61860,0.018637,0.636848,0.653354
61920,0.019169,0.636848,0.653354
61980,0.019169,0.636848,0.653354
62040,0.019169,0.636848,0.653354
62100,0.019169,0.636315,0.653354
62160,0.019169,0.636315,0.653354
62220,0.019169,0.636315,0.653354
62280,0.019169,0.636315,0.653354
62340,0.019169,0.636315,0.653354
62400,0.019169,0.636315,0.652822
62460,0.019169,0.636315,0.652822
62520,0.019169,0.636315,0.652822
62580,0.019169,0.635783,0.652822
62640,0.019169,0.635783,0.652822
62700,0.019169,0.635783,0.652822
62760,0.019169,0.635783,0.652822
62820,0.019169,0.635783,0.652822
62880,0.019169,0.635783,0.652822
62940,0.019169,0.635783,0.652289
63000,0.019169,0.635783,0.652289
63060,0.019169,0.635783,0.652289
63120,0.019169,0.635783,0.652289
63180,0.019169,0.635783,0.652289
63240,0.019169,0.635783,0.652289
63300,0.019169,0.635250,0.652289
63360,0.019169,0.635250,0.652289
63420,0.019169,0.635250,0.652289
63480,0.019169,0.635250,0.651757
63540,0.019169,0.635250,0.651757
63600,0.019169,0.635250,0.651757
63660,0.019169,0.635250,0.651757
63720,0.019169,0.635250,0.651757
63780,0.019169,0.635250,0.651757
63840,0.019169,0.635250,0.651757
63900,0.019169,0.635250,0.651757
63960,0.019169,0.635250,0.651757
64020,0.019169,0.635250,0.651225
64080,0.019169,0.634718,0.651757
64140,0.019169,0.634718,0.651225
64200,0.019169,0.634718,0.651225
64260,0.019169,0.634718,0.651225
64320,0.019169,0.634718,0.651225
64380,0.019169,0.634718,0.651225
64440,0.019169,0.634718,0.651225
64500,0.019169,0.634718,0.651225
64560,0.019702,0.634718,0.650692
64620,0.019702,0.634718,0.650692
64680,0.019702,0.634718,0.650692
64740,0.019702,0.634718,0.650692
64800,0.019702,0.634718,0.650692
64860,0.019169,0.634718,0.650692
64920,0.019702,0.634185,0.650692
64980,0.019702,0.634185,0.650692
65040,0.019702,0.634185,0.650692
65100,0.019702,0.634185,0.650160
65160,0.019702,0.634185,0.650160
65220,0.019702,0.634185,0.650160
65280,0.019702,0.634185,0.650160
65340,0.019702,0.634185,0.650160
65400,0.019702,0.634185,0.650160
65460,0.019702,0.634185,0.650160
65520,0.019702,0.634185,0.649627
65580,0.019702,0.634185,0.649627
65640,0.019702,0.634185,0.649627
65700,0.019702,0.633653,0.649627
65760,0.019702,0.633653,0.649627
65820,0.019702,0.633653,0.649627
65880,0.019702,0.633653,0.649627
65940,0.019702,0.633653,0.649627
66000,0.019702,0.633653,0.649627
66060,0.019702,0.633653,0.649627
66120,0.019702,0.633653,0.649095
66180,0.019702,0.633653,0.649095
66240,0.019702,0.633653,0.649095
66300,0.019702,0.633120,0.649095
66360,0.019702,0.633120,0.649095
66420,0.019702,0.633120,0.649095
66480,0.019702,0.633120,0.649095
66540,0.019702,0.633120,0.649095
66600,0.019702,0.633120,0.649095
66660,0.019702,0.633120,0.649095
66720,0.020234,0.633120,0.648562
66780,0.019702,0.633120,0.648562
66840,0.019702,0.633120,0.648562
66900,0.020234,0.632588,0.648562
66960,0.020234,0.633120,0.648562
67020,0.020234,0.632588,0.648562
67080,0.020234,0.632588,0.648562
67140,0.020234,0.632588,0.648562
67200,0.019702,0.632588,0.648562
67260,0.020234,0.632588,0.648562
67320,0.020234,0.632588,0.648562
67380,0.020234,0.632588,0.648030
67440,0.020234,0.632588,0.648030
67500,0.020234,0.632588,0.648030
67560,0.020234,0.632588,0.648030
67620,0.020234,0.632588,0.648030
67680,0.020234,0.632588,0.648030
67740,0.020234,0.632588,0.648030
67800,0.020234,0.632055,0.648030
67860,0.020234,0.632055,0.648030
67920,0.020234,0.632055,0.647497
67980,0.020234,0.632055,0.647497
68040,0.020234,0.632055,0.647497
68100,0.020234,0.632055,0.647497
68160,0.020234,0.632055,0.647497
68220,0.020234,0.632055,0.647497
68280,0.020234,0.632055,0.647497
68340,0.020234,0.632055,0.647497
68400,0.020234,0.632055,0.647497
68460,0.020234,0.632055,0.646965
68520,0.020234,0.631523,0.646965
68580,0.020234,0.632055,0.646965
68640,0.020234,0.631523,0.646965
68700,0.020234,0.631523,0.646965
68760,0.020234,0.631523,0.646965
68820,0.020234,0.631523,0.646965
68880,0.020767,0.631523,0.646965
68940,0.020767,0.631523,0.646965
69000,0.020767,0.631523,0.646965
69060,0.020767,0.631523,0.646432
69120,0.020767,0.631523,0.646432
69180,0.020767,0.631523,0.646432
69240,0.020767,0.631523,0.646432
69300,0.020767,0.631523,0.646432
69360,0.020767,0.630990,0.646432
69420,0.020767,0.630990,0.646432
69480,0.020767,0.630990,0.646432
69540,0.020767,0.630990,0.646432
69600,0.020767,0.630990,0.645900
69660,0.020767,0.630990,0.645900
69720,0.020767,0.630990,0.645900
69780,0.020767,0.630990,0.645900
69840,0.020767,0.630990,0.645900
69900,0.020234,0.630990,0.645900
69960,0.020234,0.630990,0.645900
70020,0.020234,0.630458,0.645900
70080,0.020234,0.630458,0.645900
70140,0.020767,0.630458,0.645900
70200,0.020767,0.630458,0.645367
70260,0.020767,0.630458,0.645367
70320,0.020767,0.630458,0.645367
70380,0.020767,0.630458,0.645367
70440,0.020767,0.630458,0.645367
70500,0.020767,0.630458,0.645367
70560,0.020234,0.630458,0.645367
70620,0.020767,0.630458,0.645367
70680,0.020234,0.630458,0.645367
70740,0.020234,0.630458,0.645367
70800,0.020767,0.629925,0.645367
70860,0.020767,0.629925,0.645367
70920,0.020234,0.629925,0.645367
70980,0.020234,0.629925,0.645367
71040,0.020234,0.629925,0.644835
71100,0.020767,0.629925,0.644835
71160,0.020234,0.629925,0.644835
71220,0.020234,0.629925,0.644835
71280,0.020234,0.629925,0.644835
71340,0.020234,0.629925,0.644835
71400,0.020234,0.629925,0.644835
71460,0.020234,0.629925,0.644835
71520,0.020234,0.629925,0.644835
71580,0.020234,0.629393,0.644835
71640,0.020234,0.629393,0.644835
71700,0.020234,0.629393,0.644835
71760,0.020234,0.629393,0.644835
71820,0.020234,0.629393,0.644302
71880,0.020234,0.629393,0.644302
71940,0.020234,0.629393,0.644302
72000,0.020234,0.629393,0.644302
72060,0.020234,0.629393,0.644302
72120,0.020234,0.629393,0.644302
72180,0.020234,0.629393,0.644302
72240,0.020234,0.629393,0.644302
72300,0.020234,0.629393,0.644302
72360,0.020234,0.628860,0.644302
72420,0.020234,0.628860,0.644302
72480,0.020234,0.628860,0.644302
72540,0.020234,0.628860,0.644302
72600,0.019702,0.628860,0.643770
72660,0.019702,0.628860,0.643770
72720,0.019702,0.628860,0.643770
72780,0.019702,0.628860,0.643770
72840,0.019702,0.628860,0.643770
72900,0.019702,0.628860,0.643770
72960,0.019702,0.628860,0.643770
73020,0.019702,0.628328,0.643770
73080,0.019702,0.628328,0.643770
73140,0.019702,0.628328,0.643770
73200,0.019702,0.628328,0.643770
73260,0.019702,0.628328,0.643770
73320,0.019702,0.628328,0.643770
73380,0.019702,0.628328,0.643237
73440,0.019702,0.628328,0.643237
73500,0.019702,0.628328,0.643237
73560,0.019702,0.628328,0.643237
73620,0.019702,0.628328,0.643237
73680,0.019702,0.628328,0.643237
73740,0.019702,0.628328,0.643237
73800,0.019702,0.627795,0.643237
73860,0.019702,0.627795,0.643237
73920,0.019702,0.627795,0.643237
73980,0.019702,0.627795,0.643237
74040,0.019702,0.627795,0.643237
74100,0.019169,0.627795,0.643237
74160,0.019702,0.627795,0.643237
74220,0.019702,0.627795,0.643237
74280,0.019169,0.627795,0.642705
74340,0.019169,0.627795,0.642705
74400,0.019169,0.627795,0.642705
74460,0.019169,0.627795,0.642705
74520,0.019702,0.627263,0.642705
74580,0.019169,0.627263,0.642705
74640,0.019169,0.627263,0.642172
74700,0.019169,0.627263,0.642172
74760,0.019169,0.627263,0.642172
74820,0.019169,0.627263,0.642172
74880,0.019169,0.627263,0.642172
74940,0.019169,0.627263,0.642172
75000,0.019169,0.627263,0.642172
75060,0.019169,0.627263,0.642172
75120,0.019169,0.627263,0.642172
75180,0.019169,0.626730,0.642172
75240,0.019169,0.626730,0.642172
75300,0.019169,0.626730,0.641640
75360,0.019169,0.626730,0.641640
75420,0.019169,0.626730,0.641640
75480,0.019169,0.626730,0.641640
75540,0.019169,0.626730,0.641640
75600,0.019169,0.626730,0.641640
75660,0.019169,0.626730,0.641640
75720,0.019169,0.626730,0.641640
75780,0.019169,0.626730,0.641640
75840,0.019169,0.626198,0.641640
75900,0.019169,0.626198,0.641640
75960,0.019169,0.626198,0.641640
76020,0.019169,0.626198,0.641640
76080,0.019169,0.626198,0.641107
76140,0.019169,0.626198,0.641107
76200,0.019169,0.626198,0.641107
76260,0.019169,0.626198,0.641107
76320,0.019169,0.626198,0.641107
76380,0.019169,0.626198,0.641107
76440,0.019169,0.626198,0.641107
76500,0.019169,0.626198,0.641107
76560,0.019169,0.625665,0.641107
76620,0.019169,0.625665,0.641107
76680,0.019702,0.625665,0.641107
76740,0.019702,0.625665,0.641107
76800,0.019702,0.625665,0.641107
76860,0.019702,0.625665,0.641107
76920,0.020234,0.625665,0.640575
76980,0.020234,0.625133,0.640575
77040,0.020234,0.625133,0.640575
77100,0.020234,0.625133,0.640575
77160,0.020234,0.625133,0.640575
77220,0.020767,0.625133,0.640575
77280,0.020767,0.625133,0.640575
77340,0.020767,0.624600,0.640575
77400,0.020767,0.624600,0.640042
77460,0.020767,0.624600,0.640042
77520,0.021299,0.624600,0.640042
77580,0.021299,0.624600,0.640042
77640,0.021299,0.624600,0.640042
77700,0.021299,0.624068,0.640042
77760,0.021299,0.624600,0.640042
77820,0.021299,0.624068,0.640042
77880,0.021299,0.624068,0.639510
77940,0.021832,0.624068,0.639510
78000,0.021832,0.624068,0.639510
78060,0.021832,0.624068,0.639510
78120,0.021832,0.624068,0.639510
78180,0.021832,0.624068,0.639510
78240,0.021832,0.624068,0.639510
78300,0.022364,0.623535,0.639510
78360,0.022364,0.623535,0.639510
78420,0.022364,0.623535,0.639510
78480,0.022364,0.623535,0.638977
78540,0.022364,0.623535,0.638977
78600,0.022364,0.623535,0.638977
78660,0.022896,0.623535,0.638977
78720,0.022364,0.623003,0.638977
78780,0.022896,0.623003,0.638977
78840,0.022896,0.623003,0.638977
78900,0.022896,0.623003,0.638977
78960,0.022896,0.623003,0.638977
79020,0.022896,0.623003,0.638977
79080,0.022896,0.623003,0.638977
79140,0.023429,0.623003,0.638445
79200,0.023429,0.623003,0.638445
79260,0.023429,0.623003,0.638445
79320,0.023429,0.623003,0.638445
79380,0.023429,0.623003,0.638445
79440,0.023429,0.623003,0.638445
79500,0.023429,0.622471,0.638445
79560,0.023429,0.622471,0.638445
79620,0.023961,0.622471,0.638445
79680,0.023961,0.622471,0.638445
79740,0.023961,0.622471,0.638445
79800,0.023961,0.622471,0.637912
79860,0.023961,0.622471,0.637912
79920,0.023961,0.622471,0.637912
79980,0.023961,0.622471,0.637912
80040,0.023961,0.622471,0.637912
80100,0.024494,0.622471,0.637912
80160,0.024494,0.622471,0.637912
80220,0.024494,0.622471,0.637912
80280,0.024494,0.622471,0.637912
80340,0.024494,0.622471,0.637912
80400,0.024494,0.622471,0.637912
80460,0.024494,0.622471,0.637912
80520,0.025026,0.622471,0.637380
80580,0.025026,0.622471,0.637380
80640,0.025026,0.621938,0.637380
80700,0.025026,0.621938,0.637380
80760,0.025559,0.621938,0.637380
80820,0.025559,0.621938,0.637380
80880,0.025559,0.621938,0.637380
80940,0.025559,0.621938,0.637380
81000,0.025559,0.621938,0.637380
81060,0.025559,0.621938,0.637380
81120,0.025559,0.621938,0.637380
81180,0.025559,0.621938,0.637380
81240,0.025559,0.621938,0.637380
81300,0.025559,0.621938,0.636848
81360,0.025559,0.621938,0.636848
81420,0.025559,0.621938,0.636848
81480,0.026091,0.621406,0.636848
81540,0.026091,0.621406,0.636848
81600,0.026091,0.621406,0.636848
81660,0.026091,0.621406,0.636848
81720,0.026091,0.621406,0.636848
81780,0.026091,0.621406,0.636848
81840,0.026624,0.621406,0.636848
81900,0.026091,0.621406,0.636848
81960,0.026624,0.621406,0.636315
82020,0.026624,0.621406,0.636848
82080,0.026624,0.621406,0.636315
82140,0.026624,0.621406,0.636315
82200,0.026624,0.621406,0.636315
82260,0.027156,0.620873,0.636315
82320,0.027156,0.620873,0.636315
82380,0.027156,0.620873,0.636315
82440,0.027156,0.620873,0.636315
82500,0.027156,0.620873,0.636315
82560,0.027156,0.620873,0.636315
82620,0.027156,0.620873,0.636315
82680,0.027156,0.620873,0.636315
82740,0.027156,0.620873,0.636315
82800,0.027156,0.620873,0.636315
82860,0.027156,0.620873,0.635783
82920,0.027156,0.620873,0.635783
82980,0.027156,0.620873,0.635783
83040,0.027156,0.620873,0.635783
83100,0.027156,0.620873,0.635783
83160,0.027156,0.620873,0.635783
83220,0.027156,0.620873,0.635783
83280,0.027689,0.620873,0.635783
83340,0.027156,0.620341,0.635783
83400,0.027689,0.620341,0.635783
83460,0.027689,0.620341,0.635783
83520,0.027689,0.620341,0.635783
83580,0.027689,0.620341,0.635783
83640,0.027689,0.620341,0.635250
83700,0.027689,0.620341,0.635250
83760,0.027689,0.620341,0.635250
83820,0.027689,0.620341,0.635783
83880,0.027689,0.620341,0.635250
83940,0.027689,0.620341,0.635250
84000,0.027689,0.620341,0.635250
84060,0.027689,0.620341,0.635250
84120,0.027689,0.620341,0.635250
84180,0.027689,0.620341,0.635250
84240,0.027689,0.620341,0.635250
84300,0.027689,0.620341,0.635250
84360,0.027689,0.619808,0.635250
84420,0.027689,0.619808,0.635250
84480,0.027689,0.619808,0.635250
84540,0.027689,0.619808,0.635250
84600,0.027689,0.619808,0.635250
84660,0.027689,0.619808,0.635250
84720,0.027689,0.619808,0.635250
84780,0.027689,0.619808,0.635250
84840,0.027689,0.619808,0.635250
84900,0.027689,0.619808,0.635250
84960,0.027689,0.619808,0.634718
85020,0.027689,0.619808,0.634718
85080,0.027689,0.619808,0.634718
85140,0.027689,0.619808,0.634718
85200,0.027689,0.619808,0.634718
85260,0.027689,0.619808,0.634718
85320,0.027689,0.619808,0.634718
85380,0.027689,0.619808,0.634718
85440,0.027689,0.619808,0.634718
85500,0.027689,0.619808,0.634718
85560,0.027689,0.619808,0.634718
85620,0.027689,0.619808,0.634718
85680,0.027689,0.619808,0.634718
85740,0.027689,0.619808,0.634718
85800,0.027156,0.619808,0.634718
85860,0.027156,0.619808,0.634718
85920,0.027689,0.619808,0.634718
85980,0.027156,0.619808,0.634718
86040,0.027156,0.619808,0.634718
86100,0.027156,0.619808,0.634718
86160,0.027156,0.619808,0.634185
86220,0.027156,0.619808,0.634185
86280,0.027156,0.619808,0.634185
86340,0.027156,0.619808,0.634185
86400,0.027156,0.619808,0.634185
